"Brand","Model","Year","Price","EngineSize","Gear","Mileage","FuelType","Doors","Description","Car Age","Price per Mile","Engine Efficiency(mile/ltr)"
"Volkswagen","Tiguan 1.5 TSi EVO 150 R-Line Tech 5dr DSG",2020,24495,1.5,"Automatic",24204,"Petrol",5,"Volkswagen Tiguan 1.5 TSi EVO 150 R-Line Tech 5dr DSG 1.5 Automatic Petrol 5 2020",5,1.01,16136
"Audi","Q7 50 TDI Quattro Black Edition 5dr Tiptronic",2020,44291,3,"Automatic",25376,"Diesel",5,"Audi Q7 50 TDI Quattro Black Edition 5dr Tiptronic 3 Automatic Diesel 5 2020",5,1.75,8458.67
"Audi","Q2 35 TFSI S Line 5dr S Tronic",2024,26490,1.5,"Automatic",14532,"Petrol",5,"Audi Q2 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2024",1,1.82,9688
"Porsche","BOXSTER 3.4 24V S 2d 315 BHP",2015,26995,3.44,"Manual",68865,"Petrol",2,"Porsche BOXSTER 3.4 24V S 2d 315 BHP 3.44 Manual Petrol 2 2015",10,0.39,20018.9
"Audi","TT TFSI SPORT",2016,12995,1.8,"Manual",51730,"Petrol",2,"Audi TT TFSI SPORT 1.8 Manual Petrol 2 2016",9,0.25,28738.89
"Audi","S8 S8 Quattro Vorsprung 4dr Tiptronic",2022,68000,4,"Automatic",35545,"Petrol",4,"Audi S8 S8 Quattro Vorsprung 4dr Tiptronic 4 Automatic Petrol 4 2022",3,1.91,8886.25
"Fiat","595 1.4 T-Jet Turismo 70th 3dr",2019,11000,1.37,"Manual",41244,"Petrol",3,"Fiat 595 1.4 T-Jet Turismo 70th 3dr 1.37 Manual Petrol 3 2019",6,0.27,30105.11
"Ford","Fiesta 1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr",2021,13999,1,"Manual",29000,"Petrol",5,"Ford Fiesta 1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr 1 Manual Petrol 5 2021",4,0.48,29000
"Mazda","CX-5 2.0 e-Skyactiv G MHEV Newground 5dr",2024,23349,2,"Manual",9921,"Petrol",5,"Mazda CX-5 2.0 e-Skyactiv G MHEV Newground 5dr 2 Manual Petrol 5 2024",1,2.35,4960.5
"Kia","Sportage 1.6T GDi ISG GT-Line 5dr",2024,26995,1.6,"Manual",10817,"Petrol",5,"Kia Sportage 1.6T GDi ISG GT-Line 5dr 1.6 Manual Petrol 5 2024",1,2.5,6760.62
"Ford","EcoSport 1.0 EcoBoost 125 Titanium 5dr",2020,10529,1,"Manual",39914,"Petrol",5,"Ford EcoSport 1.0 EcoBoost 125 Titanium 5dr 1 Manual Petrol 5 2020",5,0.26,39914
"Audi","A4 Avant 40 TFSI 204 S Line 5dr S Tronic",2024,31379,2,"Automatic",7519,"Petrol",5,"Audi A4 Avant 40 TFSI 204 S Line 5dr S Tronic 2 Automatic Petrol 5 2024",1,4.17,3759.5
"Vauxhall","GRANDLAND X 1.2 Turbo GPF SE SUV 5dr Petrol Manual Euro 6 (s/s) (130 ps)",2020,10750,1.2,"Manual",37200,"Petrol",5,"Vauxhall GRANDLAND X 1.2 Turbo GPF SE SUV 5dr Petrol Manual Euro 6 (s/s) (130 ps) 1.2 Manual Petrol 5 2020",5,0.29,31000
"Ds","DS 7 1.5 BlueHDi Performance Line + 5dr EAT8",2024,27990,1.5,"Automatic",1,"Diesel",5,"Ds DS 7 1.5 BlueHDi Performance Line + 5dr EAT8 1.5 Automatic Diesel 5 2024",1,27990,0.67
"Peugeot","2008 1.2 PureTech 130 Allure Premium 5dr EAT8",2021,16517,1.2,"Automatic",25934,"Petrol",5,"Peugeot 2008 1.2 PureTech 130 Allure Premium 5dr EAT8 1.2 Automatic Petrol 5 2021",4,0.64,21611.67
"Ford","Focus 1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr",2021,15171,1,"Manual",9017,"Petrol",5,"Ford Focus 1.0 EcoBoost Hybrid mHEV 125 ST-Line Edition 5dr 1 Manual Petrol 5 2021",4,1.68,9017
"Kia","Sportage 1.6T GDi ISG GT-Line 5dr DCT Auto [AWD]",2021,18790,1.6,"Automatic",37580,"Petrol",5,"Kia Sportage 1.6T GDi ISG GT-Line 5dr DCT Auto [AWD] 1.6 Automatic Petrol 5 2021",4,0.5,23487.5
"Kia","Picanto 1.0T GDi GT-line 5dr [4 seats]",2023,13295,1,"Manual",13100,"Petrol",5,"Kia Picanto 1.0T GDi GT-line 5dr [4 seats] 1 Manual Petrol 5 2023",2,1.01,13100
"Kia","Sportage 2.0 CRDi KX-4 5dr Auto",2016,11997,2,"Automatic",66585,"Diesel",5,"Kia Sportage 2.0 CRDi KX-4 5dr Auto 2 Automatic Diesel 5 2016",9,0.18,33292.5
"Skoda","Kamiq 1.5 TSI SE L Executive 5dr",2022,17549,1.5,"Manual",20199,"Petrol",5,"Skoda Kamiq 1.5 TSI SE L Executive 5dr 1.5 Manual Petrol 5 2022",3,0.87,13466
"Ford","Focus ST 2.3 EcoBoost ST 5dr",2023,26950,2.3,"Manual",8537,"Petrol",5,"Ford Focus ST 2.3 EcoBoost ST 5dr 2.3 Manual Petrol 5 2023",2,3.16,3711.74
"Audi","A3 Saloon 30 TFSI Sport 4dr",2024,26995,1.5,"Manual",4000,"Petrol",4,"Audi A3 Saloon 30 TFSI Sport 4dr 1.5 Manual Petrol 4 2024",1,6.75,2666.67
"Ssangyong","Tivoli 1.5P Ultimate Auto 5dr",2022,14695,1.5,"Automatic",6236,"Petrol",5,"Ssangyong Tivoli 1.5P Ultimate Auto 5dr 1.5 Automatic Petrol 5 2022",3,2.36,4157.33
"Audi","A1 30 TFSI 110 S Line 5dr",2021,18150,1,"Manual",25285,"Petrol",5,"Audi A1 30 TFSI 110 S Line 5dr 1 Manual Petrol 5 2021",4,0.72,25285
"Audi","A3 Saloon 35 TFSI Sport 4dr S Tronic",2021,18897,1.5,"Automatic",43939,"Petrol",4,"Audi A3 Saloon 35 TFSI Sport 4dr S Tronic 1.5 Automatic Petrol 4 2021",4,0.43,29292.67
"Ford","Focus Vignale 1.0 EcoBoost 125 5dr",2019,13705,1,"Manual",30778,"Petrol",5,"Ford Focus Vignale 1.0 EcoBoost 125 5dr 1 Manual Petrol 5 2019",6,0.45,30778
"Renault","KADJAR 1.3 TCe S Edition SUV 5dr Petrol Manual Euro 6 (s/s) (160 ps)",2020,12495,1.33,"Manual",26000,"Petrol",5,"Renault KADJAR 1.3 TCe S Edition SUV 5dr Petrol Manual Euro 6 (s/s) (160 ps) 1.33 Manual Petrol 5 2020",5,0.48,19548.87
"Audi","A3 2.0 TDI SE TECHNIK 5d 148 BHP",2016,7990,1.97,"Automatic",115000,"Diesel",5,"Audi A3 2.0 TDI SE TECHNIK 5d 148 BHP 1.97 Automatic Diesel 5 2016",9,0.07,58375.63
"Kia","Picanto 1.0 1 5dr [4 seats]",2023,10295,1,"Manual",10007,"Petrol",5,"Kia Picanto 1.0 1 5dr [4 seats] 1 Manual Petrol 5 2023",2,1.03,10007
"Audi","A4 35 TFSI Black Edition 4dr S Tronic",2024,28250,2,"Automatic",14352,"Petrol",4,"Audi A4 35 TFSI Black Edition 4dr S Tronic 2 Automatic Petrol 4 2024",1,1.97,7176
"Volkswagen","TIGUAN 2.0 TDI R-Line SUV 5dr Diesel DSG 4Motion Euro 6 (s/s) (150 ps) Glass Panoramic Sliding Sunroof, Fro",2021,31559,1.97,"Automatic",41321,"Diesel",5,"Volkswagen TIGUAN 2.0 TDI R-Line SUV 5dr Diesel DSG 4Motion Euro 6 (s/s) (150 ps) Glass Panoramic Sliding Sunroof, Fro 1.97 Automatic Diesel 5 2021",4,0.76,20975.13
"Audi","A4 35 TDI Sport 4dr S Tronic [17""Alloy]",2024,28995,2,"Automatic",3608,"Diesel",4,"Audi A4 35 TDI Sport 4dr S Tronic [17""Alloy] 2 Automatic Diesel 4 2024",1,8.04,1804
"BMW","M4 3.0 BiTurbo Competition M Coupe 2dr Petrol Steptronic xDrive Euro 6 (s/s) (510 ps)",2021,53295,2.99,"Automatic",9000,"Petrol",2,"BMW M4 3.0 BiTurbo Competition M Coupe 2dr Petrol Steptronic xDrive Euro 6 (s/s) (510 ps) 2.99 Automatic Petrol 2 2021",4,5.92,3010.03
"Suzuki","Ignis 1.2 Dualjet SZ-T 5dr Auto",2019,11650,1.2,"Automatic",7147,"Petrol",5,"Suzuki Ignis 1.2 Dualjet SZ-T 5dr Auto 1.2 Automatic Petrol 5 2019",6,1.63,5955.83
"Dacia","Sandero 1.0 SCe Essential 5dr",2022,8511,1,"Manual",28252,"Petrol",5,"Dacia Sandero 1.0 SCe Essential 5dr 1 Manual Petrol 5 2022",3,0.3,28252
"Volkswagen","Polo 1.0 TSI Life 5dr",2022,16681,1,"Manual",7760,"Petrol",5,"Volkswagen Polo 1.0 TSI Life 5dr 1 Manual Petrol 5 2022",3,2.15,7760
"Ford","Focus 1.0 EcoBoost 125 ST-Line X 5dr",2020,13220,1,"Manual",42000,"Petrol",5,"Ford Focus 1.0 EcoBoost 125 ST-Line X 5dr 1 Manual Petrol 5 2020",5,0.31,42000
"Skoda","Karoq 1.5 TSI SE L 5dr DSG",2024,26000,1.5,"Automatic",12157,"Petrol",5,"Skoda Karoq 1.5 TSI SE L 5dr DSG 1.5 Automatic Petrol 5 2024",1,2.14,8104.67
"Audi","A3 35 TFSI Sport 5dr",2021,21650,1.5,"Manual",4507,"Petrol",5,"Audi A3 35 TFSI Sport 5dr 1.5 Manual Petrol 5 2021",4,4.8,3004.67
"Audi","A3 Saloon 35 TFSI S Line 4dr",2024,28950,1.5,"Manual",4998,"Petrol",4,"Audi A3 Saloon 35 TFSI S Line 4dr 1.5 Manual Petrol 4 2024",1,5.79,3332
"Skoda","Kodiaq 2.0 TDI 193 SE L 4X4 5dr DSG [7 Seat]",2024,42300,2,"Automatic",150,"Diesel",5,"Skoda Kodiaq 2.0 TDI 193 SE L 4X4 5dr DSG [7 Seat] 2 Automatic Diesel 5 2024",1,282,75
"Skoda","Kamiq 1.0 TSI 110 SE 5dr",2022,14749,1,"Manual",9955,"Petrol",5,"Skoda Kamiq 1.0 TSI 110 SE 5dr 1 Manual Petrol 5 2022",3,1.48,9955
"Audi","A3 Saloon 35 TFSI Black Edition 4dr S Tronic",2023,27700,1.5,"Automatic",9123,"Petrol",4,"Audi A3 Saloon 35 TFSI Black Edition 4dr S Tronic 1.5 Automatic Petrol 4 2023",2,3.04,6082
"Nissan","Qashqai 1.5 dCi N-Connecta 5dr",2018,10750,1.5,"Manual",55528,"Diesel",5,"Nissan Qashqai 1.5 dCi N-Connecta 5dr 1.5 Manual Diesel 5 2018",7,0.19,37018.67
"Ford","Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr DCT",2023,18149,1,"Automatic",12053,"Petrol",5,"Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr DCT 1 Automatic Petrol 5 2023",2,1.51,12053
"Citroen","C3 1.2 PureTech Shine  5dr (APPLE CAR PLAY, CRUISE)",2021,10488,1.2,"Manual",28100,"Petrol",5,"Citroen C3 1.2 PureTech Shine  5dr (APPLE CAR PLAY, CRUISE) 1.2 Manual Petrol 5 2021",4,0.37,23416.67
"Citroen","C3 1.2 PureTech 110 Max 5dr EAT6",2024,15395,1.2,"Automatic",11187,"Petrol",5,"Citroen C3 1.2 PureTech 110 Max 5dr EAT6 1.2 Automatic Petrol 5 2024",1,1.38,9322.5
"Vauxhall","Corsa 1.2 Turbo Elite Nav Premium 5dr Auto",2021,13995,1.2,"Automatic",36676,"Petrol",5,"Vauxhall Corsa 1.2 Turbo Elite Nav Premium 5dr Auto 1.2 Automatic Petrol 5 2021",4,0.38,30563.33
"Mercedes","-Benz A-Class A180 AMG Line Premium Edition 5dr Auto",2022,25130,1.3,"Automatic",6467,"Petrol",5,"Mercedes -Benz A-Class A180 AMG Line Premium Edition 5dr Auto 1.3 Automatic Petrol 5 2022",3,3.89,4974.62
"Land","Rover Defender 3.0 D250 X-Dynamic SE 110 5dr Auto",2021,47850,3,"Automatic",51000,"Diesel",5,"Land Rover Defender 3.0 D250 X-Dynamic SE 110 5dr Auto 3 Automatic Diesel 5 2021",4,0.94,17000
"Audi","A3 30 TFSI S Line 5dr S Tronic",2023,25995,1,"Automatic",3250,"Petrol",5,"Audi A3 30 TFSI S Line 5dr S Tronic 1 Automatic Petrol 5 2023",2,8,3250
"Audi","Q7 50 TDI Quattro Black Edition 5dr Tiptronic",2024,63500,3,"Automatic",4500,"Diesel",5,"Audi Q7 50 TDI Quattro Black Edition 5dr Tiptronic 3 Automatic Diesel 5 2024",1,14.11,1500
"Audi","A3 2.0 S3 QUATTRO 3d 296 BHP",2013,12990,1.98,"Manual",81564,"Petrol",3,"Audi A3 2.0 S3 QUATTRO 3d 296 BHP 1.98 Manual Petrol 3 2013",12,0.16,41193.94
"Toyota","Aygo 1.0 VVT-i X 5dr",2020,8424,1,"Manual",19711,"Petrol",5,"Toyota Aygo 1.0 VVT-i X 5dr 1 Manual Petrol 5 2020",5,0.43,19711
"Mini","Countryman 1.5 Cooper 5dr",2018,13295,1.5,"Manual",37961,"Petrol",5,"Mini Countryman 1.5 Cooper 5dr 1.5 Manual Petrol 5 2018",7,0.35,25307.33
"Nissan","Juke 1.0 DiG-T 114 Tekna 5dr",2021,15795,1,"Manual",8568,"Petrol",5,"Nissan Juke 1.0 DiG-T 114 Tekna 5dr 1 Manual Petrol 5 2021",4,1.84,8568
"Skoda","Fabia 1.0 TSI 110 Monte Carlo 5dr",2022,16400,1,"Manual",12538,"Petrol",5,"Skoda Fabia 1.0 TSI 110 Monte Carlo 5dr 1 Manual Petrol 5 2022",3,1.31,12538
"Land","Rover Range Rover 3.0 SDV6 Autobiography 4dr Auto",2021,43000,3,"Automatic",52363,"Diesel",5,"Land Rover Range Rover 3.0 SDV6 Autobiography 4dr Auto 3 Automatic Diesel 5 2021",4,0.82,17454.33
"Audi","Q2 35 TFSI Sport 5dr S Tronic",2022,23390,1.5,"Automatic",20675,"Petrol",5,"Audi Q2 35 TFSI Sport 5dr S Tronic 1.5 Automatic Petrol 5 2022",3,1.13,13783.33
"Skoda","Karoq 1.5 TSI SE L 5dr DSG",2022,23495,1.5,"Automatic",11703,"Petrol",5,"Skoda Karoq 1.5 TSI SE L 5dr DSG 1.5 Automatic Petrol 5 2022",3,2.01,7802
"Skoda","Kamiq 1.0 TSI Monte Carlo 5dr DSG",2024,23527,1,"Automatic",3181,"Petrol",5,"Skoda Kamiq 1.0 TSI Monte Carlo 5dr DSG 1 Automatic Petrol 5 2024",1,7.4,3181
"Land","Rover DISCOVERY SPORT 2.0 TD4 HSE Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps)",2017,13990,2,"Automatic",79759,"Diesel",5,"Land Rover DISCOVERY SPORT 2.0 TD4 HSE Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps) 2 Automatic Diesel 5 2017",8,0.18,39879.5
"Volvo","S90 2.0 D4 Momentum Plus 4dr Geartronic",2019,19669,2,"Automatic",29254,"Diesel",4,"Volvo S90 2.0 D4 Momentum Plus 4dr Geartronic 2 Automatic Diesel 4 2019",6,0.67,14627
"Volvo","XC40 2.0 D4 [190] First Edition 5dr AWD Geartronic",2018,24464,2,"Automatic",45427,"Diesel",5,"Volvo XC40 2.0 D4 [190] First Edition 5dr AWD Geartronic 2 Automatic Diesel 5 2018",7,0.54,22713.5
"Volkswagen","Tiguan Allspace 2.0 TDI 190 4Motion SEL 5dr DSG",2020,27999,2,"Automatic",16066,"Diesel",5,"Volkswagen Tiguan Allspace 2.0 TDI 190 4Motion SEL 5dr DSG 2 Automatic Diesel 5 2020",5,1.74,8033
"Volkswagen","Polo 1.0 EVO 80 Match 5dr",2021,13597,1,"Manual",25378,"Petrol",5,"Volkswagen Polo 1.0 EVO 80 Match 5dr 1 Manual Petrol 5 2021",4,0.54,25378
"Volkswagen","T-Cross 1.0 TSI 110 Black Edition 5dr",2023,17345,1,"Manual",24251,"Petrol",5,"Volkswagen T-Cross 1.0 TSI 110 Black Edition 5dr 1 Manual Petrol 5 2023",2,0.72,24251
"Volkswagen","Polo 1.0 TSI Life 5dr",2024,18049,1,"Manual",1824,"Petrol",5,"Volkswagen Polo 1.0 TSI Life 5dr 1 Manual Petrol 5 2024",1,9.9,1824
"Audi","A1 25 TFSI Sport 5dr",2024,20740,1,"Manual",5010,"Petrol",5,"Audi A1 25 TFSI Sport 5dr 1 Manual Petrol 5 2024",1,4.14,5010
"Ford","Fiesta 1.0 EcoBoost Hybrid mHEV 155 ST-Line Vignale 5dr",2022,17700,1,"Manual",2879,"Petrol",5,"Ford Fiesta 1.0 EcoBoost Hybrid mHEV 155 ST-Line Vignale 5dr 1 Manual Petrol 5 2022",3,6.15,2879
"Audi","A4 Avant 40 TFSI Black Edition 5dr S Tronic",2019,23500,2,"Automatic",32993,"Petrol",5,"Audi A4 Avant 40 TFSI Black Edition 5dr S Tronic 2 Automatic Petrol 5 2019",6,0.71,16496.5
"Audi","Q2 35 TFSI S Line 5dr S Tronic",2024,30490,1.5,"Automatic",5068,"Petrol",5,"Audi Q2 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2024",1,6.02,3378.67
"Audi","Q2 35 TFSI S Line 5dr S Tronic",2019,15310,1.5,"Automatic",67284,"Petrol",5,"Audi Q2 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2019",6,0.23,44856
"Volkswagen","Touareg 3.0 V6 TDI 4Motion Black Edition 5dr Tip Auto",2021,40950,3,"Automatic",43169,"Diesel",5,"Volkswagen Touareg 3.0 V6 TDI 4Motion Black Edition 5dr Tip Auto 3 Automatic Diesel 5 2021",4,0.95,14389.67
"Peugeot","3008 1.2 PureTech GT 5dr EAT8",2023,22499,1.2,"Automatic",21949,"Petrol",5,"Peugeot 3008 1.2 PureTech GT 5dr EAT8 1.2 Automatic Petrol 5 2023",2,1.03,18290.83
"Audi","S3 S3 TFSI Quattro 4dr S Tronic",2023,31950,2,"Automatic",10474,"Petrol",4,"Audi S3 S3 TFSI Quattro 4dr S Tronic 2 Automatic Petrol 4 2023",2,3.05,5237
"BMW","5 SERIES 2.0 520d M Sport Saloon 4dr Diesel Auto Euro 6 (s/s) (190 ps)",2019,18690,2,"Automatic",53300,"Diesel",4,"BMW 5 SERIES 2.0 520d M Sport Saloon 4dr Diesel Auto Euro 6 (s/s) (190 ps) 2 Automatic Diesel 4 2019",6,0.35,26650
"Kia","Ceed 1.5T GDi ISG 138 GT-Line 5dr",2024,21495,1.5,"Manual",5070,"Petrol",5,"Kia Ceed 1.5T GDi ISG 138 GT-Line 5dr 1.5 Manual Petrol 5 2024",1,4.24,3380
"Land","Rover Range Rover Sport 5.0 P575 S/C SVR 5dr Auto",2022,48920,5,"Automatic",47310,"Petrol",5,"Land Rover Range Rover Sport 5.0 P575 S/C SVR 5dr Auto 5 Automatic Petrol 5 2022",3,1.03,9462
"Vauxhall","Corsa 1.2 Turbo Elite Nav Premium 5dr Auto",2020,12295,1.2,"Automatic",48671,"Petrol",5,"Vauxhall Corsa 1.2 Turbo Elite Nav Premium 5dr Auto 1.2 Automatic Petrol 5 2020",5,0.25,40559.17
"Toyota","Aygo 1.0 VVT-i X-Play 5dr x-shift",2020,12373,1,"Automatic",12265,"Petrol",5,"Toyota Aygo 1.0 VVT-i X-Play 5dr x-shift 1 Automatic Petrol 5 2020",5,1.01,12265
"Audi","A4 AVANT 2.0 TDI 40 Black Edition Estate 5dr Auto Diesel S Tronic quattro Euro 6 (s/s) (190 ps)",2019,17995,1.97,"Automatic",77440,"Diesel",5,"Audi A4 AVANT 2.0 TDI 40 Black Edition Estate 5dr Auto Diesel S Tronic quattro Euro 6 (s/s) (190 ps) 1.97 Automatic Diesel 5 2019",6,0.23,39309.64
"Renault","Captur 0.9 TCE 90 Iconic 5dr",2019,10499,0.9,"Manual",23231,"Petrol",5,"Renault Captur 0.9 TCE 90 Iconic 5dr 0.9 Manual Petrol 5 2019",6,0.45,25812.22
"Audi","A7 40 TDI Quattro Black Edition 5dr S Tronic",2022,32500,2,"Automatic",44641,"Diesel",5,"Audi A7 40 TDI Quattro Black Edition 5dr S Tronic 2 Automatic Diesel 5 2022",3,0.73,22320.5
"Ford","Focus 1.0 EcoBoost Hybrid mHEV 155 ST-Line Vignale 5dr",2022,18999,1,"Manual",12542,"Petrol",5,"Ford Focus 1.0 EcoBoost Hybrid mHEV 155 ST-Line Vignale 5dr 1 Manual Petrol 5 2022",3,1.51,12542
"Vauxhall","INSIGNIA 1.6 SRI NAV VX-LINE CDTI S/S 5d 134 BHP",2015,9990,1.6,"Manual",63759,"Diesel",5,"Vauxhall INSIGNIA 1.6 SRI NAV VX-LINE CDTI S/S 5d 134 BHP 1.6 Manual Diesel 5 2015",10,0.16,39849.38
"Jaguar","F-Pace 2.0 Portfolio 5dr Auto AWD",2017,20995,2,"Automatic",45000,"Petrol",5,"Jaguar F-Pace 2.0 Portfolio 5dr Auto AWD 2 Automatic Petrol 5 2017",8,0.47,22500
"Mercedes","-Benz GLE Coupe GLE 43 4Matic Night Edition 5dr 9G-Tronic",2019,38420,3,"Automatic",26958,"Petrol",4,"Mercedes -Benz GLE Coupe GLE 43 4Matic Night Edition 5dr 9G-Tronic 3 Automatic Petrol 4 2019",6,1.43,8986
"Audi","TT 40 TFSI S Line 2dr S Tronic",2022,28000,2,"Automatic",15641,"Petrol",2,"Audi TT 40 TFSI S Line 2dr S Tronic 2 Automatic Petrol 2 2022",3,1.79,7820.5
"Skoda","Citigo 1.0 MPI SE 5dr",2017,4999,1,"Manual",82848,"Petrol",5,"Skoda Citigo 1.0 MPI SE 5dr 1 Manual Petrol 5 2017",8,0.06,82848
"Mercedes","-Benz GLA GLA 200 AMG Line Premium 5dr Auto",2020,21975,1.3,"Automatic",61610,"Petrol",5,"Mercedes -Benz GLA GLA 200 AMG Line Premium 5dr Auto 1.3 Automatic Petrol 5 2020",5,0.36,47392.31
"Volkswagen","Tiguan 1.5 TSi EVO 150 Match 5dr DSG",2019,18990,1.5,"Automatic",20876,"Petrol",5,"Volkswagen Tiguan 1.5 TSi EVO 150 Match 5dr DSG 1.5 Automatic Petrol 5 2019",6,0.91,13917.33
"Vauxhall","Mokka 1.2 Turbo 136 Ultimate 5dr",2023,18495,1.2,"Manual",22367,"Petrol",5,"Vauxhall Mokka 1.2 Turbo 136 Ultimate 5dr 1.2 Manual Petrol 5 2023",2,0.83,18639.17
"Citroen","C4 CACTUS 1.2 PureTech Feel Hatchback 5dr Petrol Manual Euro 6 (Euro 6) (82 ps)",2015,5195,1.2,"Manual",68000,"Petrol",5,"Citroen C4 CACTUS 1.2 PureTech Feel Hatchback 5dr Petrol Manual Euro 6 (Euro 6) (82 ps) 1.2 Manual Petrol 5 2015",10,0.08,56666.67
"Volkswagen","T-Roc 1.5 TSI EVO R-Line 2dr DSG",2024,30900,1.5,"Automatic",7264,"Petrol",2,"Volkswagen T-Roc 1.5 TSI EVO R-Line 2dr DSG 1.5 Automatic Petrol 2 2024",1,4.25,4842.67
"Volkswagen","T-Roc 1.5 TSI EVO SE 5dr DSG",2021,21395,1.5,"Automatic",8910,"Petrol",5,"Volkswagen T-Roc 1.5 TSI EVO SE 5dr DSG 1.5 Automatic Petrol 5 2021",4,2.4,5940
"Ford","Kuga 1.5 EcoBlue ST-Line X Edition 5dr",2022,20200,1.5,"Manual",23091,"Diesel",5,"Ford Kuga 1.5 EcoBlue ST-Line X Edition 5dr 1.5 Manual Diesel 5 2022",3,0.87,15394
"Audi","A3 35 TFSI Black Edition 5dr S Tronic",2020,19049,1.5,"Automatic",30986,"Petrol",5,"Audi A3 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2020",5,0.61,20657.33
"Volkswagen","Polo 1.2 TSI Match Edition 5dr DSG",2017,12490,1.2,"Automatic",32783,"Petrol",5,"Volkswagen Polo 1.2 TSI Match Edition 5dr DSG 1.2 Automatic Petrol 5 2017",8,0.38,27319.17
"Land","Rover Range Rover Sport 3.0 D300 Dynamic SE 5dr Auto",2024,79634,3,"Automatic",8278,"Diesel",5,"Land Rover Range Rover Sport 3.0 D300 Dynamic SE 5dr Auto 3 Automatic Diesel 5 2024",1,9.62,2759.33
"Volkswagen","Polo 1.0 Life 5dr",2023,16349,1,"Manual",7365,"Petrol",5,"Volkswagen Polo 1.0 Life 5dr 1 Manual Petrol 5 2023",2,2.22,7365
"Peugeot","2008 1.2 PureTech 110 Allure 5dr EAT6",2018,9375,1.2,"Automatic",47584,"Petrol",5,"Peugeot 2008 1.2 PureTech 110 Allure 5dr EAT6 1.2 Automatic Petrol 5 2018",7,0.2,39653.33
"Peugeot","308 SW 1.2 PureTech GT 5dr EAT8",2024,20849,1.2,"Automatic",10438,"Petrol",5,"Peugeot 308 SW 1.2 PureTech GT 5dr EAT8 1.2 Automatic Petrol 5 2024",1,2,8698.33
"Toyota","Aygo X 1.0 VVT-i Exclusive 5dr Auto",2024,17609,1,"Automatic",2352,"Petrol",5,"Toyota Aygo X 1.0 VVT-i Exclusive 5dr Auto 1 Automatic Petrol 5 2024",1,7.49,2352
"Volkswagen","Golf 1.5 TSI EVO SE [Nav] 5dr",2018,14250,1.5,"Manual",34498,"Petrol",5,"Volkswagen Golf 1.5 TSI EVO SE [Nav] 5dr 1.5 Manual Petrol 5 2018",7,0.41,22998.67
"Fiat","500 1.2 S 3d 69 BHP",2015,5995,1.24,"Manual",60643,"Petrol",3,"Fiat 500 1.2 S 3d 69 BHP 1.24 Manual Petrol 3 2015",10,0.1,48905.65
"Audi","A1 30 TFSI Black Edition 5dr",2024,25150,1,"Manual",3650,"Petrol",5,"Audi A1 30 TFSI Black Edition 5dr 1 Manual Petrol 5 2024",1,6.89,3650
"Honda","CR-V 2.2 i-DTEC EX SUV 5dr Diesel Auto 4WD Euro 5 (150 ps)",2014,9980,2.2,"Automatic",78000,"Diesel",5,"Honda CR-V 2.2 i-DTEC EX SUV 5dr Diesel Auto 4WD Euro 5 (150 ps) 2.2 Automatic Diesel 5 2014",11,0.13,35454.55
"Ford","Fiesta 1.0 EcoBoost Hybrid mHEV 125 Titanium 5dr",2022,11687,1,"Manual",35254,"Petrol",5,"Ford Fiesta 1.0 EcoBoost Hybrid mHEV 125 Titanium 5dr 1 Manual Petrol 5 2022",3,0.33,35254
"Toyota","Aygo 1.0 VVT-i X-Trend TSS 5dr x-shift",2021,14790,1,"Automatic",2503,"Petrol",5,"Toyota Aygo 1.0 VVT-i X-Trend TSS 5dr x-shift 1 Automatic Petrol 5 2021",4,5.91,2503
"Audi","A3 1.5 TFSI SE 3dr",2017,8990,1.5,"Manual",66954,"Petrol",3,"Audi A3 1.5 TFSI SE 3dr 1.5 Manual Petrol 3 2017",8,0.13,44636
"Volvo","XC90 2.0 B5D [235] Plus Dark 5dr AWD Geartronic",2024,54990,2,"Automatic",1059,"Diesel",5,"Volvo XC90 2.0 B5D [235] Plus Dark 5dr AWD Geartronic 2 Automatic Diesel 5 2024",1,51.93,529.5
"Skoda","Fabia Estate 1.0 TSI SE L 5dr DSG",2021,15649,1,"Automatic",10760,"Petrol",5,"Skoda Fabia Estate 1.0 TSI SE L 5dr DSG 1 Automatic Petrol 5 2021",4,1.45,10760
"Peugeot","208 1.2 PureTech 100 GT 5dr",2024,19049,1.2,"Manual",4,"Petrol",5,"Peugeot 208 1.2 PureTech 100 GT 5dr 1.2 Manual Petrol 5 2024",1,4762.25,3.33
