"Brand","Model","Year","Price","EngineSize","Gear","Mileage","FuelType","Doors","Description","Car Age","Price per Mile","Engine Efficiency(mile/ltr)"
"Volkswagen","Polo GTI 2.0 TSI GTI 5dr DSG",2022,22995,2,"Automatic",8675,"Petrol",5,"Volkswagen Polo GTI 2.0 TSI GTI 5dr DSG 2 Automatic Petrol 5 2022",3,2.65,4337.5
"Audi","A3 30 TFSI Sport 5dr S Tronic",2021,18950,1,"Automatic",28800,"Petrol",5,"Audi A3 30 TFSI Sport 5dr S Tronic 1 Automatic Petrol 5 2021",4,0.66,28800
"Vauxhall","CROSSLAND X 1.5 Turbo D Elite Nav SUV 5dr Diesel Auto Euro 6 (s/s) (120 ps)",2020,11750,1.5,"Automatic",31023,"Diesel",5,"Vauxhall CROSSLAND X 1.5 Turbo D Elite Nav SUV 5dr Diesel Auto Euro 6 (s/s) (120 ps) 1.5 Automatic Diesel 5 2020",5,0.38,20682
"Renault","Clio 1.0 TCe 90 Iconic 5dr",2021,12227,1,"Manual",18500,"Petrol",5,"Renault Clio 1.0 TCe 90 Iconic 5dr 1 Manual Petrol 5 2021",4,0.66,18500
"Hyundai","Tucson 1.6 TGDi 177 Premium SE 5dr 2WD DCT",2019,16999,1.6,"Automatic",48414,"Petrol",5,"Hyundai Tucson 1.6 TGDi 177 Premium SE 5dr 2WD DCT 1.6 Automatic Petrol 5 2019",6,0.35,30258.75
"Audi","TT 40 TFSI S Line 2dr S Tronic",2022,29000,2,"Automatic",5340,"Petrol",2,"Audi TT 40 TFSI S Line 2dr S Tronic 2 Automatic Petrol 2 2022",3,5.43,2670
"Audi","A5 2.0 TDI S Line 2dr S Tronic",2017,13995,2,"Automatic",62200,"Diesel",2,"Audi A5 2.0 TDI S Line 2dr S Tronic 2 Automatic Diesel 2 2017",8,0.22,31100
"Renault","Clio 0.9 TCE 90 Iconic 5dr",2019,10649,0.9,"Manual",13024,"Petrol",5,"Renault Clio 0.9 TCE 90 Iconic 5dr 0.9 Manual Petrol 5 2019",6,0.82,14471.11
"Ford","TRANSIT 2.0 350 EcoBlue Leader Panel Van 5dr Diesel Manual FWD L3 H2 Euro 6 (s/s) (130 ps)",2022,15354,2,"Manual",64450,"Diesel",5,"Ford TRANSIT 2.0 350 EcoBlue Leader Panel Van 5dr Diesel Manual FWD L3 H2 Euro 6 (s/s) (130 ps) 2 Manual Diesel 5 2022",3,0.24,32225
"Mini","Hatchback 1.2 One 3dr",2015,6250,1.2,"Manual",65062,"Petrol",3,"Mini Hatchback 1.2 One 3dr 1.2 Manual Petrol 3 2015",10,0.1,54218.33
"Audi","A6 40 TDI S Line 4dr S Tronic",2022,28861,2,"Automatic",19293,"Diesel",4,"Audi A6 40 TDI S Line 4dr S Tronic 2 Automatic Diesel 4 2022",3,1.5,9646.5
"Citroen","C3 1.2 PureTech 110 Plus 5dr EAT6",2024,15549,1.2,"Automatic",351,"Petrol",5,"Citroen C3 1.2 PureTech 110 Plus 5dr EAT6 1.2 Automatic Petrol 5 2024",1,44.3,292.5
"Hyundai","i10 1.0 MPi Premium 5dr",2022,12495,1,"Manual",15316,"Petrol",5,"Hyundai i10 1.0 MPi Premium 5dr 1 Manual Petrol 5 2022",3,0.82,15316
"Mg","MG3 1.5 VTi-TECH Exclusive 5dr [Navigation]",2024,12000,1.5,"Manual",5000,"Petrol",5,"Mg MG3 1.5 VTi-TECH Exclusive 5dr [Navigation] 1.5 Manual Petrol 5 2024",1,2.4,3333.33
"Volkswagen","T-ROC 1.5 TSI R-Line 5dr (APPLE CAR PLAY, HEATED SEATS)",2024,28488,1.5,"Manual",2198,"Petrol",5,"Volkswagen T-ROC 1.5 TSI R-Line 5dr (APPLE CAR PLAY, HEATED SEATS) 1.5 Manual Petrol 5 2024",1,12.96,1465.33
"Ford","Kuga 1.5 EcoBoost Zetec 5dr 2WD",2015,7499,1.5,"Manual",82670,"Petrol",5,"Ford Kuga 1.5 EcoBoost Zetec 5dr 2WD 1.5 Manual Petrol 5 2015",10,0.09,55113.33
"Ford","Fiesta 1.0 EcoBoost ST-Line 5dr",2022,14176,1,"Manual",15692,"Petrol",5,"Ford Fiesta 1.0 EcoBoost ST-Line 5dr 1 Manual Petrol 5 2022",3,0.9,15692
"Mg","ZS 1.5 VTi-TECH Exclusive 5dr",2023,13995,1.5,"Manual",26633,"Petrol",5,"Mg ZS 1.5 VTi-TECH Exclusive 5dr 1.5 Manual Petrol 5 2023",2,0.53,17755.33
"Mazda","CX-30 2.0 e-Skyactiv X MHEV GT Sport Tech 5dr Auto",2021,18495,2,"Automatic",30162,"Petrol",5,"Mazda CX-30 2.0 e-Skyactiv X MHEV GT Sport Tech 5dr Auto 2 Automatic Petrol 5 2021",4,0.61,15081
"Mercedes","-Benz GLA GLA 200 Sport Executive 5dr Auto",2023,27548,1.3,"Automatic",23180,"Petrol",5,"Mercedes -Benz GLA GLA 200 Sport Executive 5dr Auto 1.3 Automatic Petrol 5 2023",2,1.19,17830.77
"Hyundai","Tucson 1.6 TGDi Ultimate 5dr 2WD",2022,22200,1.6,"Manual",16756,"Petrol",5,"Hyundai Tucson 1.6 TGDi Ultimate 5dr 2WD 1.6 Manual Petrol 5 2022",3,1.32,10472.5
"Audi","A3 Saloon 35 TFSI S Line 4dr S Tronic",2024,30250,1.5,"Automatic",4643,"Petrol",4,"Audi A3 Saloon 35 TFSI S Line 4dr S Tronic 1.5 Automatic Petrol 4 2024",1,6.52,3095.33
"Skoda","Kodiaq 1.5 TSI SE L Executive 5dr DSG [7 Seat]",2022,28450,1.5,"Automatic",13834,"Petrol",5,"Skoda Kodiaq 1.5 TSI SE L Executive 5dr DSG [7 Seat] 1.5 Automatic Petrol 5 2022",3,2.06,9222.67
"Mercedes","-Benz GLC GLC 220d 4Matic AMG Line 5dr 9G-Tronic",2019,24205,2,"Automatic",29423,"Diesel",5,"Mercedes -Benz GLC GLC 220d 4Matic AMG Line 5dr 9G-Tronic 2 Automatic Diesel 5 2019",6,0.82,14711.5
"Ford","Kuga 2.0 TDCi Zetec 5dr Auto",2019,12445,2,"Automatic",52697,"Diesel",5,"Ford Kuga 2.0 TDCi Zetec 5dr Auto 2 Automatic Diesel 5 2019",6,0.24,26348.5
"Audi","Q2 30 TDI Technik 5dr",2021,11790,2,"Manual",93687,"Diesel",5,"Audi Q2 30 TDI Technik 5dr 2 Manual Diesel 5 2021",4,0.13,46843.5
"Ford","TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L1 H1 Euro 6 ULEZ Free",2024,31788,2,"Automatic",12216,"Diesel",5,"Ford TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L1 H1 Euro 6 ULEZ Free 2 Automatic Diesel 5 2024",1,2.6,6108
"Skoda","Kodiaq 1.5 TSI Sport Line 5dr DSG [7 Seat]",2022,28690,1.5,"Automatic",20091,"Petrol",5,"Skoda Kodiaq 1.5 TSI Sport Line 5dr DSG [7 Seat] 1.5 Automatic Petrol 5 2022",3,1.43,13394
"Audi","A3 30 TFSI Sport 5dr S Tronic",2024,25121,1,"Automatic",1864,"Petrol",5,"Audi A3 30 TFSI Sport 5dr S Tronic 1 Automatic Petrol 5 2024",1,13.48,1864
"Volkswagen","TIGUAN 2.0 TDI Match SUV 5dr Diesel Manual 4Motion Euro 6 (s/s) (150 ps)",2019,13995,1.97,"Manual",80000,"Diesel",5,"Volkswagen TIGUAN 2.0 TDI Match SUV 5dr Diesel Manual 4Motion Euro 6 (s/s) (150 ps) 1.97 Manual Diesel 5 2019",6,0.17,40609.14
"Audi","A3 35 TFSI Black Edition 5dr S Tronic",2024,31000,1.5,"Automatic",4631,"Petrol",5,"Audi A3 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2024",1,6.69,3087.33
"Land","Rover DISCOVERY 3.0 SD V6 HSE SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (306 ps)",2018,26990,2.99,"Automatic",80824,"Diesel",5,"Land Rover DISCOVERY 3.0 SD V6 HSE SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (306 ps) 2.99 Automatic Diesel 5 2018",7,0.33,27031.44
"Mercedes","-Benz GLA GLA 180 Urban Edition 5dr Auto",2020,14490,1.6,"Automatic",55022,"Petrol",5,"Mercedes -Benz GLA GLA 180 Urban Edition 5dr Auto 1.6 Automatic Petrol 5 2020",5,0.26,34388.75
"Mini","Countryman 1.5 Cooper Classic 5dr",2019,14719,1.5,"Manual",25231,"Petrol",5,"Mini Countryman 1.5 Cooper Classic 5dr 1.5 Manual Petrol 5 2019",6,0.58,16820.67
"Vauxhall","Corsa 1.2 Turbo SE Edition 5dr Auto",2022,14158,1.2,"Automatic",10903,"Petrol",5,"Vauxhall Corsa 1.2 Turbo SE Edition 5dr Auto 1.2 Automatic Petrol 5 2022",3,1.3,9085.83
"BMW","1 Series 118i [136] M Sport 5dr",2021,18806,1.5,"Manual",27780,"Petrol",5,"BMW 1 Series 118i [136] M Sport 5dr 1.5 Manual Petrol 5 2021",4,0.68,18520
"Mini","Countryman 1.5 Cooper Sport 5dr Auto",2020,21371,1.5,"Automatic",17259,"Petrol",5,"Mini Countryman 1.5 Cooper Sport 5dr Auto 1.5 Automatic Petrol 5 2020",5,1.24,11506
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic",2021,28127,1.5,"Automatic",22252,"Petrol",5,"Audi Q3 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,1.26,14834.67
"Audi","Q3 35 TFSI S Line 5dr S Tronic [Leather]",2024,33369,1.5,"Automatic",3876,"Petrol",5,"Audi Q3 35 TFSI S Line 5dr S Tronic [Leather] 1.5 Automatic Petrol 5 2024",1,8.61,2584
"Bentley","Bentayga 4.0 V8 Azure 5dr Auto",2023,159500,4,"Automatic",8203,"Petrol",5,"Bentley Bentayga 4.0 V8 Azure 5dr Auto 4 Automatic Petrol 5 2023",2,19.44,2050.75
"Volvo","XC60 2.0 D5 PowerPulse Inscription Pro 5dr AWD G tronic",2017,27350,2,"Automatic",33890,"Diesel",5,"Volvo XC60 2.0 D5 PowerPulse Inscription Pro 5dr AWD G tronic 2 Automatic Diesel 5 2017",8,0.81,16945
"Mini","Hatchback 2.0 Cooper S II 3dr",2018,12470,2,"Manual",45225,"Petrol",3,"Mini Hatchback 2.0 Cooper S II 3dr 2 Manual Petrol 3 2018",7,0.28,22612.5
"Kia","Sportage 1.6T GDi ISG 3 5dr",2023,24599,1.6,"Manual",17460,"Petrol",5,"Kia Sportage 1.6T GDi ISG 3 5dr 1.6 Manual Petrol 5 2023",2,1.41,10912.5
"Audi","Q2 35 TFSI Black Edition 5dr S Tronic",2021,26550,1.5,"Automatic",20693,"Petrol",5,"Audi Q2 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,1.28,13795.33
"Ford","Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr",2022,16400,1,"Manual",22090,"Petrol",5,"Ford Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr 1 Manual Petrol 5 2022",3,0.74,22090
"Land","Rover Defender 3.0 D250 S 90 3dr Auto",2021,49000,3,"Automatic",20234,"Diesel",3,"Land Rover Defender 3.0 D250 S 90 3dr Auto 3 Automatic Diesel 3 2021",4,2.42,6744.67
"BMW","7 Series 740d xDrive M Sport 4dr Auto",2016,22250,3,"Automatic",55000,"Diesel",4,"BMW 7 Series 740d xDrive M Sport 4dr Auto 3 Automatic Diesel 4 2016",9,0.4,18333.33
"Vauxhall","ANTARA 2.2 DIAMOND CDTI S/S 5d 161 BHP",2013,7995,2.23,"Manual",87709,"Diesel",5,"Vauxhall ANTARA 2.2 DIAMOND CDTI S/S 5d 161 BHP 2.23 Manual Diesel 5 2013",12,0.09,39331.39
"Land","Rover RANGE ROVER EVOQUE 2.0 TD4 SE TECH 5d 177 BHP",2017,16995,2,"Automatic",58528,"Diesel",5,"Land Rover RANGE ROVER EVOQUE 2.0 TD4 SE TECH 5d 177 BHP 2 Automatic Diesel 5 2017",8,0.29,29264
"BMW","4 Series Convertible 420i M Sport 2dr Step Auto",2023,33416,2,"Automatic",25719,"Petrol",2,"BMW 4 Series Convertible 420i M Sport 2dr Step Auto 2 Automatic Petrol 2 2023",2,1.3,12859.5
"Audi","A1 35 TFSI S Line 5dr S Tronic",2021,21500,1.5,"Automatic",36745,"Petrol",5,"Audi A1 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,0.59,24496.67
"Mercedes","-Benz C-Class Coupe C43 4Matic Night Ed Premium Plus 2dr 9G-Tronic",2022,39990,3,"Automatic",10878,"Petrol",2,"Mercedes -Benz C-Class Coupe C43 4Matic Night Ed Premium Plus 2dr 9G-Tronic 3 Automatic Petrol 2 2022",3,3.68,3626
"Audi","Q3 35 TDI S Line 5dr S Tronic [Leather]",2024,35500,2,"Automatic",4000,"Diesel",5,"Audi Q3 35 TDI S Line 5dr S Tronic [Leather] 2 Automatic Diesel 5 2024",1,8.88,2000
"Peugeot","208 1.2 PureTech 100 Allure Premium + 5dr",2023,15281,1.2,"Manual",5443,"Petrol",5,"Peugeot 208 1.2 PureTech 100 Allure Premium + 5dr 1.2 Manual Petrol 5 2023",2,2.81,4535.83
"Audi","Q3 40 TDI 193 Qtro Black Ed 5dr S Tronic [20""Alloy]",2025,43000,2,"Automatic",1000,"Diesel",5,"Audi Q3 40 TDI 193 Qtro Black Ed 5dr S Tronic [20""Alloy] 2 Automatic Diesel 5 2025",0,43,500
"Audi","A5 Sportback 35 TDI Sport 5dr S Tronic",2021,23999,2,"Automatic",26119,"Diesel",5,"Audi A5 Sportback 35 TDI Sport 5dr S Tronic 2 Automatic Diesel 5 2021",4,0.92,13059.5
"Mercedes","-Benz A CLASS 1.5 A180d Sport (Premium Plus) Hatchback 5dr Diesel 7G-DCT Euro 6 (s/s) (116 ps)",2020,17499,1.46,"Automatic",30000,"Diesel",5,"Mercedes -Benz A CLASS 1.5 A180d Sport (Premium Plus) Hatchback 5dr Diesel 7G-DCT Euro 6 (s/s) (116 ps) 1.46 Automatic Diesel 5 2020",5,0.58,20547.95
"Vauxhall","Grandland X 1.2 Turbo Sport Nav 5dr",2019,11498,1.2,"Manual",34761,"Petrol",5,"Vauxhall Grandland X 1.2 Turbo Sport Nav 5dr 1.2 Manual Petrol 5 2019",6,0.33,28967.5
"Skoda","Fabia 1.0 TSI 110 Monte Carlo 5dr DSG",2024,18900,1,"Automatic",7272,"Petrol",5,"Skoda Fabia 1.0 TSI 110 Monte Carlo 5dr DSG 1 Automatic Petrol 5 2024",1,2.6,7272
"Honda","Jazz 1.3 SE 5dr CVT",2016,10990,1.3,"Automatic",26236,"Petrol",5,"Honda Jazz 1.3 SE 5dr CVT 1.3 Automatic Petrol 5 2016",9,0.42,20181.54
"Land","Rover Range Rover Evoque 2.0 D200 Dynamic HSE 5dr Auto",2023,38377,2,"Automatic",10172,"Diesel",5,"Land Rover Range Rover Evoque 2.0 D200 Dynamic HSE 5dr Auto 2 Automatic Diesel 5 2023",2,3.77,5086
"Audi","Q2 35 TFSI Black Edition 5dr",2021,23574,1.5,"Manual",12941,"Petrol",5,"Audi Q2 35 TFSI Black Edition 5dr 1.5 Manual Petrol 5 2021",4,1.82,8627.33
"Vauxhall","INSIGNIA GRAND SPORT 2.0 SRI VX-LINE NAV 5d 168 BHP",2017,9990,1.96,"Manual",1,"Diesel",5,"Vauxhall INSIGNIA GRAND SPORT 2.0 SRI VX-LINE NAV 5d 168 BHP 1.96 Manual Diesel 5 2017",8,9990,0.51
"Volkswagen","Arteon 2.0 TSI R 5dr 4MOTION DSG",2024,45989,2,"Automatic",5000,"Petrol",5,"Volkswagen Arteon 2.0 TSI R 5dr 4MOTION DSG 2 Automatic Petrol 5 2024",1,9.2,2500
"Honda","Civic 1.0 VTEC Turbo 126 SR 5dr",2019,11278,1,"Manual",50958,"Petrol",5,"Honda Civic 1.0 VTEC Turbo 126 SR 5dr 1 Manual Petrol 5 2019",6,0.22,50958
"Skoda","Octavia 1.5 TSI 150 SE L 5dr",2024,23995,1.5,"Manual",15,"Petrol",5,"Skoda Octavia 1.5 TSI 150 SE L 5dr 1.5 Manual Petrol 5 2024",1,1599.67,10
"Audi","A4 35 TFSI Black Edition 4dr S Tronic",2024,29950,2,"Automatic",1001,"Petrol",4,"Audi A4 35 TFSI Black Edition 4dr S Tronic 2 Automatic Petrol 4 2024",1,29.92,500.5
"Skoda","Fabia 1.0 TSI SE 5dr",2018,8999,1,"Manual",56045,"Petrol",5,"Skoda Fabia 1.0 TSI SE 5dr 1 Manual Petrol 5 2018",7,0.16,56045
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic [20""Alloy]",2024,37950,1.5,"Automatic",5000,"Petrol",5,"Audi Q3 35 TFSI Black Edition 5dr S Tronic [20""Alloy] 1.5 Automatic Petrol 5 2024",1,7.59,3333.33
"Audi","A1 35 TFSI Black Edition 5dr S Tronic",2024,32000,1.5,"Automatic",2000,"Petrol",5,"Audi A1 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2024",1,16,1333.33
"Peugeot","3008 1.2 PureTech GT Line Premium 5dr EAT8",2020,16753,1.2,"Automatic",28639,"Petrol",5,"Peugeot 3008 1.2 PureTech GT Line Premium 5dr EAT8 1.2 Automatic Petrol 5 2020",5,0.58,23865.83
"Mini","Hatchback 1.5 Cooper Sport 3dr Auto",2023,21790,1.5,"Automatic",12646,"Petrol",3,"Mini Hatchback 1.5 Cooper Sport 3dr Auto 1.5 Automatic Petrol 3 2023",2,1.72,8430.67
"Ford","Fiesta STYLE Used",2013,3995,1.24,"Manual",74000,"Petrol",3,"Ford Fiesta STYLE Used 1.24 Manual Petrol 3 2013",12,0.05,59677.42
"Audi","A4 1.4T FSI Sport 4dr",2017,11266,1.4,"Manual",48000,"Petrol",4,"Audi A4 1.4T FSI Sport 4dr 1.4 Manual Petrol 4 2017",8,0.23,34285.71
"Mazda","CX-5 2.0 Kuro Edition 5dr",2021,18495,2,"Manual",37280,"Petrol",5,"Mazda CX-5 2.0 Kuro Edition 5dr 2 Manual Petrol 5 2021",4,0.5,18640
"Kia","Sportage 1.6T GDi ISG Launch Edition 5dr",2022,21495,1.6,"Manual",32150,"Petrol",5,"Kia Sportage 1.6T GDi ISG Launch Edition 5dr 1.6 Manual Petrol 5 2022",3,0.67,20093.75
"Audi","Q2 35 TFSI Black Edition 5dr S Tronic",2021,25850,1.5,"Automatic",24630,"Petrol",5,"Audi Q2 35 TFSI Black Edition 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,1.05,16420
"Audi","A3 35 TFSI S Line 5dr S Tronic",2021,22195,1.5,"Automatic",32280,"Petrol",5,"Audi A3 35 TFSI S Line 5dr S Tronic 1.5 Automatic Petrol 5 2021",4,0.69,21520
"Skoda","Karoq 1.5 TSI Sportline 5dr DSG",2023,26990,1.5,"Automatic",13495,"Petrol",5,"Skoda Karoq 1.5 TSI Sportline 5dr DSG 1.5 Automatic Petrol 5 2023",2,2,8996.67
"Mercedes","-Benz GLC GLC 220d 4Matic AMG Line 5dr 9G-Tronic",2020,23599,2,"Automatic",49472,"Diesel",5,"Mercedes -Benz GLC GLC 220d 4Matic AMG Line 5dr 9G-Tronic 2 Automatic Diesel 5 2020",5,0.48,24736
"Nissan","Qashqai 1.3 DiG-T 160 Tekna+ 5dr DCT",2019,16490,1.3,"Automatic",23336,"Petrol",5,"Nissan Qashqai 1.3 DiG-T 160 Tekna+ 5dr DCT 1.3 Automatic Petrol 5 2019",6,0.71,17950.77
"Nissan","Juke 1.0 DiG-T 114 N-Connecta 5dr",2021,12390,1,"Manual",31125,"Petrol",5,"Nissan Juke 1.0 DiG-T 114 N-Connecta 5dr 1 Manual Petrol 5 2021",4,0.4,31125
"Audi","A3 Saloon 35 TFSI S Line 4dr",2024,24790,1.5,"Manual",2950,"Petrol",4,"Audi A3 Saloon 35 TFSI S Line 4dr 1.5 Manual Petrol 4 2024",1,8.4,1966.67
"Peugeot","2008 1.6 BlueHDi Active SUV 5dr Diesel Manual Euro 6 (75 ps)",2017,7799,1.56,"Manual",43212,"Diesel",5,"Peugeot 2008 1.6 BlueHDi Active SUV 5dr Diesel Manual Euro 6 (75 ps) 1.56 Manual Diesel 5 2017",8,0.18,27700
"Audi","A3 Saloon 35 TDI Sport 4dr S Tronic",2023,24460,2,"Automatic",1529,"Diesel",4,"Audi A3 Saloon 35 TDI Sport 4dr S Tronic 2 Automatic Diesel 4 2023",2,16,764.5
"Volkswagen","Polo 1.0 TSI Style 5dr",2024,20908,1,"Manual",2193,"Petrol",5,"Volkswagen Polo 1.0 TSI Style 5dr 1 Manual Petrol 5 2024",1,9.53,2193
"Jaguar","F-Pace 5.0 Supercharged V8 SVR 5dr Auto AWD",2019,36680,5,"Automatic",45165,"Petrol",5,"Jaguar F-Pace 5.0 Supercharged V8 SVR 5dr Auto AWD 5 Automatic Petrol 5 2019",6,0.81,9033
"Skoda","Kodiaq 2.0 TSI 190 Edition 4x4 5dr DSG [7 Seat]",2019,18995,2,"Automatic",82452,"Petrol",5,"Skoda Kodiaq 2.0 TSI 190 Edition 4x4 5dr DSG [7 Seat] 2 Automatic Petrol 5 2019",6,0.23,41226
"Land","Rover Defender 3.0 D300 X-Dynamic HSE 110 5dr Auto [7 Seat]",2022,61500,3,"Automatic",33745,"Diesel",5,"Land Rover Defender 3.0 D300 X-Dynamic HSE 110 5dr Auto [7 Seat] 3 Automatic Diesel 5 2022",3,1.82,11248.33
"Renault","Kadjar 1.3 TCE Techno 5dr EDC",2022,17921,1.3,"Automatic",10201,"Petrol",5,"Renault Kadjar 1.3 TCE Techno 5dr EDC 1.3 Automatic Petrol 5 2022",3,1.76,7846.92
"Skoda","Karoq 2.0 TSI Sportline 4x4 5dr DSG",2022,27970,2,"Automatic",13780,"Petrol",5,"Skoda Karoq 2.0 TSI Sportline 4x4 5dr DSG 2 Automatic Petrol 5 2022",3,2.03,6890
"Land","Rover RANGE ROVER EVOQUE 2.0 TD4 SE Tech SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps)",2016,12990,2,"Automatic",52630,"Diesel",5,"Land Rover RANGE ROVER EVOQUE 2.0 TD4 SE Tech SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps) 2 Automatic Diesel 5 2016",9,0.25,26315
"Mercedes","-Benz A-Class A200 AMG Line 5dr",2020,16980,1.3,"Manual",31595,"Petrol",5,"Mercedes -Benz A-Class A200 AMG Line 5dr 1.3 Manual Petrol 5 2020",5,0.54,24303.85
"Audi","A1 30 TFSI 110 S Line 5dr S Tronic",2021,19361,1,"Automatic",26500,"Petrol",5,"Audi A1 30 TFSI 110 S Line 5dr S Tronic 1 Automatic Petrol 5 2021",4,0.73,26500
"Vauxhall","Astra 1.2 Turbo 130 GS 5dr",2024,22790,1.2,"Manual",4999,"Petrol",5,"Vauxhall Astra 1.2 Turbo 130 GS 5dr 1.2 Manual Petrol 5 2024",1,4.56,4165.83
"Mazda","3 2.0 Skyactiv G MHEV GT Sport Tech 5dr",2019,13989,2,"Manual",28397,"Petrol",5,"Mazda 3 2.0 Skyactiv G MHEV GT Sport Tech 5dr 2 Manual Petrol 5 2019",6,0.49,14198.5
"Toyota","HI-LUX 2.8 D-4D Invincible X Pickup Double Cab 4dr Diesel Auto 4WD Euro 6 (s/s) (204 ps)",2021,35995,2.76,"Automatic",36000,"Diesel",4,"Toyota HI-LUX 2.8 D-4D Invincible X Pickup Double Cab 4dr Diesel Auto 4WD Euro 6 (s/s) (204 ps) 2.76 Automatic Diesel 4 2021",4,1,13043.48
"Renault","Captur 0.9 TCE 90 Iconic 5dr",2018,8949,0.9,"Manual",34325,"Petrol",5,"Renault Captur 0.9 TCE 90 Iconic 5dr 0.9 Manual Petrol 5 2018",7,0.26,38138.89
"Seat","Ibiza 1.0 MPI FR Sport 5dr",2023,16995,1,"Manual",9029,"Petrol",5,"Seat Ibiza 1.0 MPI FR Sport 5dr 1 Manual Petrol 5 2023",2,1.88,9029
"Land","Rover RANGE ROVER EVOQUE 2.0 TD4 SE 5d 177 BHP",2015,13990,2,"Manual",58120,"Diesel",5,"Land Rover RANGE ROVER EVOQUE 2.0 TD4 SE 5d 177 BHP 2 Manual Diesel 5 2015",10,0.24,29060
"Peugeot","2008 1.2 PureTech 130 Active 5dr EAT8",2020,14539,1.2,"Automatic",28690,"Petrol",5,"Peugeot 2008 1.2 PureTech 130 Active 5dr EAT8 1.2 Automatic Petrol 5 2020",5,0.51,23908.33
"Mercedes","-Benz A-Class A200 Sport Executive 5dr",2019,16000,1.3,"Manual",19142,"Petrol",5,"Mercedes -Benz A-Class A200 Sport Executive 5dr 1.3 Manual Petrol 5 2019",6,0.84,14724.62
"Audi","Q2 40 TFSI Quattro S Line 5dr S Tronic",2019,18995,2,"Automatic",42123,"Petrol",5,"Audi Q2 40 TFSI Quattro S Line 5dr S Tronic 2 Automatic Petrol 5 2019",6,0.45,21061.5
"Vauxhall","Astra 1.4T 16V 150 SRi Vx-line Nav 5dr",2019,9495,1.4,"Manual",52833,"Petrol",5,"Vauxhall Astra 1.4T 16V 150 SRi Vx-line Nav 5dr 1.4 Manual Petrol 5 2019",6,0.18,37737.86
"Ford","TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L2 H1 Euro 6 ULEZ Free",2023,31788,2,"Automatic",28339,"Diesel",5,"Ford TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L2 H1 Euro 6 ULEZ Free 2 Automatic Diesel 5 2023",2,1.12,14169.5
"Mercedes","-Benz GLC GLC 250 4Matic AMG Line Premium 5dr 9G-Tronic",2018,19643,2,"Automatic",60188,"Petrol",5,"Mercedes -Benz GLC GLC 250 4Matic AMG Line Premium 5dr 9G-Tronic 2 Automatic Petrol 5 2018",7,0.33,30094
"Land","Rover Range Rover Evoque 2.0 D200 R-Dynamic SE 5dr Auto",2022,27450,2,"Automatic",33776,"Diesel",5,"Land Rover Range Rover Evoque 2.0 D200 R-Dynamic SE 5dr Auto 2 Automatic Diesel 5 2022",3,0.81,16888
"Mg","HS 1.5 T-GDI Exclusive 5dr",2021,13795,1.5,"Manual",52071,"Petrol",5,"Mg HS 1.5 T-GDI Exclusive 5dr 1.5 Manual Petrol 5 2021",4,0.26,34714
"Vauxhall","Crossland 1.2 Turbo [130] Ultimate 5dr Auto",2022,15893,1.2,"Automatic",5764,"Petrol",5,"Vauxhall Crossland 1.2 Turbo [130] Ultimate 5dr Auto 1.2 Automatic Petrol 5 2022",3,2.76,4803.33
"Audi","S5 S5 TDI 341 Quattro 5dr Tiptronic",2022,38000,3,"Automatic",28708,"Diesel",5,"Audi S5 S5 TDI 341 Quattro 5dr Tiptronic 3 Automatic Diesel 5 2022",3,1.32,9569.33
"Seat","Arona 1.0 TSI 110 SE Technology 5dr DSG",2021,14250,1,"Automatic",20062,"Petrol",5,"Seat Arona 1.0 TSI 110 SE Technology 5dr DSG 1 Automatic Petrol 5 2021",4,0.71,20062
"BMW","1 Series 120d M Sport 5dr Step Auto",2021,21843,2,"Automatic",36498,"Diesel",5,"BMW 1 Series 120d M Sport 5dr Step Auto 2 Automatic Diesel 5 2021",4,0.6,18249
"Volkswagen","Polo 1.0 TSI Match 5dr",2024,19449,1,"Manual",1981,"Petrol",5,"Volkswagen Polo 1.0 TSI Match 5dr 1 Manual Petrol 5 2024",1,9.82,1981
"Audi","RS6 RS 6 TFSI Qtro Perform Carbon Vorsp 5dr Tiptronic",2023,107000,4,"Automatic",9500,"Petrol",5,"Audi RS6 RS 6 TFSI Qtro Perform Carbon Vorsp 5dr Tiptronic 4 Automatic Petrol 5 2023",2,11.26,2375
