"Brand","Model","Year","Price","EngineSize","Gear","Mileage","FuelType","Doors","Description"
"Renault","Captur 0.9 TCE 90 Iconic 5dr","2018","£8,697",0.9,"Manual","57,249 miles","Petrol","5 Door","2018 Renault Captur SUV"
"Land","Rover Range Rover Evoque 2.0 D165 R-Dynamic S 5dr Auto","2021","£23,750",2,"Automatic","28,336 miles","Diesel","5 Door","2021 Land Rover Range Rover Evoque SUV"
"Mercedes","-Benz EQA EQA 250 140kW AMG Line 66.5kWh 5dr Auto","2021","£20,495",NA,"Automatic","33,035 miles","-","5 Door","2021 Mercedes-Benz EQA SUV"
"Jaguar","F-Pace 2.0 D200 R-Dynamic HSE 5dr Auto AWD","2021","£34,100",2,"Automatic","21,149 miles","Diesel","5 Door","2021 Jaguar F-Pace SUV"
"Hyundai","i10 1.0 [63] Premium 5dr [Nav]","2024","£14,900",1,"Manual","1,491 miles","Petrol","5 Door","2024 Hyundai i10 Hatchback"
"Ford","Fiesta 1.0 EcoBoost 95 Trend 5dr","2021","£11,452",1,"Manual","21,789 miles","Petrol","5 Door","2021 Ford Fiesta Hatchback"
"Toyota","Aygo X 1.0 VVT-i Edge 5dr","2023","£13,526",1,"Manual","6,058 miles","Petrol","5 Door","2023 Toyota Aygo X Hatchback"
"Mercedes","-Benz EQC EQC 400 300kW AMG Line 80kWh 5dr Auto","2022","£26,872",NA,"Automatic","31,692 miles","-","5 Door","2022 Mercedes-Benz EQC SUV"
"Volkswagen","Golf 1.4 TSI SE 5dr","2017","£8,990",1.4,"Manual","79,213 miles","Petrol","5 Door","2017 Volkswagen Golf Hatchback"
"Vauxhall","Insignia 1.6 Turbo D ecoTec [136] SRi Nav 5dr","2018","£6,999",1.6,"Manual","88,377 miles","Diesel","5 Door","2018 Vauxhall Insignia Hatchback"
"Volvo","XC90 2.0 B6P Ultimate Dark 5dr AWD Geartronic","2024","£49,980",2,"Automatic","11,203 miles","-","5 Door","2024 Volvo XC90 SUV"
"Volkswagen","Tiguan 1.5 TSI eHybrid Match 5dr DSG","2025","£40,460",1.5,"Automatic","1,001 miles","-","5 Door","2025 Volkswagen Tiguan SUV"
"Volkswagen","UP! 1.0 Take up! Hatchback 3dr Petrol Manual Euro 5 (60 ps)","2012","£3,695",1,"Manual","84,000 miles","Petrol","3 Door","2012 Volkswagen UP! Hatchback"
"Mg","ZS 1.0T GDi Exclusive 5dr DCT","2022","£15,900",1,"Automatic","10,031 miles","Petrol","5 Door","2022 Mg ZS SUV"
"Skoda","Fabia 1.0 MPI 80 Colour Edition 5dr","2023","£13,895",1,"Manual","9,985 miles","Petrol","5 Door","2023 Skoda Fabia Hatchback"
"Hyundai","i20 1.0T GDi Advance 5dr DCT","2024","£16,999",1,"Automatic","8,575 miles","Petrol","5 Door","2024 Hyundai i20 Hatchback"
"Seat","Leon 2.0 TDI 150 Xcellence Lux [EZ] 5dr DSG","2020","£12,673",2,"Automatic","60,610 miles","Diesel","5 Door","2020 Seat Leon Hatchback"
"Land","Rover Defender 3.0 D300 X-Dynamic SE 130 5dr Auto [8 Seat]","2024","£81,920",3,"Automatic","3,118 miles","Diesel","5 Door","2024 Land Rover Defender SUV"
"Volkswagen","Golf 1.2 TSI S 5dr","2015","£9,460",1.2,"Manual","30,600 miles","Petrol","5 Door","2015 Volkswagen Golf Hatchback"
"Audi","Q2 30 TFSI Sport 5dr","2022","£19,495",1,"Manual","22,800 miles","Petrol","5 Door","2022 Audi Q2 SUV"
"Volkswagen","Golf 1.5 TSI 150 R-Line 5dr","2021","£18,350",1.5,"Manual","48,059 miles","Petrol","5 Door","2021 Volkswagen Golf Hatchback"
"Mg","HS 1.5 T-GDI Exclusive 5dr","2022","£13,990",1.5,"Manual","36,574 miles","Petrol","5 Door","2022 Mg HS SUV"
"Toyota","RAV4 2.0 V-matic Excel TSS 5dr CVT","2017","£15,999",2,"Automatic","70,000 miles","Petrol","5 Door","2017 Toyota RAV4 SUV"
"Volkswagen","T-Roc 1.5 TSI R-Line 5dr DSG","2024","£27,598",1.5,"Automatic","14,217 miles","Petrol","5 Door","2024 Volkswagen T-Roc SUV"
"Kia","Sportage 1.6T GDi 157 48V ISG 3 5dr","2024","£28,480",1.6,"Manual","3,564 miles","-","5 Door","2024 Kia Sportage SUV"
"Mini","Hatchback 1.5 Cooper Sport 3dr Auto","2022","£20,000",1.5,"Automatic","10,345 miles","Petrol","3 Door","2022 Mini Hatchback Hatchback"
"Volkswagen","T-Roc 2.0 TDI 150 EVO R-Line 5dr DSG","2024","£30,595",2,"Automatic","7,992 miles","Diesel","5 Door","2024 Volkswagen T-Roc SUV"
"Mini","Countryman 2.0 John Cooper Works ALL4 5dr Auto","2022","£29,949",2,"Automatic","16,749 miles","Petrol","5 Door","2022 Mini Countryman SUV"
"Audi","A5 Sportback 35 TDI Black Edition 5dr S Tronic","2023","£32,350",2,"Automatic","11,412 miles","Diesel","5 Door","2023 Audi A5 Sportback Hatchback"
"Audi","A3 30 TFSI Sport 5dr","2022","£18,500",1,"Manual","20,500 miles","Petrol","5 Door","2022 Audi A3 Hatchback"
"Audi","Q3 35 TFSI Sport 5dr","2024","£29,990",1.5,"Manual","3,580 miles","Petrol","5 Door","2024 Audi Q3 SUV"
"Seat","Ibiza 1.0 TSI 95 FR [EZ] 5dr","2020","£13,999",1,"Manual","13,101 miles","Petrol","5 Door","2020 Seat Ibiza Hatchback"
"Skoda","Octavia Estate 2.0 TDI SE Technology 5dr DSG","2024","£23,450",2,"Automatic","5,992 miles","Diesel","5 Door","2024 Skoda Octavia Estate Estate"
"Skoda","Kamiq 1.5 TSI SE 5dr DSG","2024","£18,995",1.5,"Automatic","13,900 miles","Petrol","5 Door","2024 Skoda Kamiq SUV"
"Audi","Q2 30 TFSI Black Edition 5dr","2022","£23,313",1,"Manual","21,127 miles","Petrol","5 Door","2022 Audi Q2 SUV"
"Land","Rover DISCOVERY SPORT 2.0 TD4 HSE Black SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (180 ps)","2017","£13,990",2,"Automatic","70,051 miles","Diesel","5 Door","2017 Land Rover DISCOVERY SPORT"
"Volkswagen","Golf 1.5 TSI 150 Match 5dr","2024","£23,920",1.5,"Manual","3,394 miles","Petrol","5 Door","2024 Volkswagen Golf Hatchback"
"Nissan","NAVARA 2.5 DCI SALOMON 4X4 SHR DCB 188 BHP","2015","£12,990",2.49,"Manual","1 miles","Diesel","-","2015 Nissan NAVARA"
"Nissan","Qashqai 1.5 E-Power N-Connecta 5dr Auto","2022","£21,990",1.5,"Automatic","10,277 miles","-","5 Door","2022 Nissan Qashqai SUV"
"Peugeot","208 1.5 BlueHDi 100 Allure Premium 5dr","2022","£14,897",1.5,"Manual","11,331 miles","Diesel","5 Door","2022 Peugeot 208 Hatchback"
"Citroen","C5 X 1.2 PureTech 130 Shine 5dr EAT8","2023","£15,497",1.2,"Automatic","34,113 miles","Petrol","4 Door","2023 Citroen C5 X Hatchback"
"Kia","ProCeed 1.5T GDi ISG GT-Line 5dr","2023","£18,995",1.5,"Manual","23,325 miles","Petrol","5 Door","2023 Kia ProCeed Estate"
"Audi","A3 30 TFSI Black Edition 4dr","2019","£17,250",1,"Manual","35,500 miles","Petrol","4 Door","2019 Audi A3 Saloon"
"Mercedes","-Benz GLA GLA 220 CDI 4Matic AMG Line 5dr Auto [Executive]","2014","£10,985",2.14,"Automatic","66,471 miles","Diesel","5 Door","2014 Mercedes-Benz GLA Estate"
"Honda","Jazz 1.5 i-MMD Hybrid EX 5dr eCVT","2022","£19,891",1.5,"Automatic","9,648 miles","-","5 Door","2022 Honda Jazz Hatchback"
"Volkswagen","Transporter 2.0 TDI 110 Startline Van","2022","£21,895",2,"Manual","23,247 miles","Diesel","-","2022 Volkswagen Transporter Van"
"Mercedes","-Benz Vito 116CDI Premium Crew Van 9G-Tronic","2023","£39,588",2,"Automatic","12,391 miles","Diesel","-","2023 Mercedes-Benz Vito Van"
"Ford","Transit Custom 2.0 TDCi 105ps High Roof Van","2019","£14,976",2,"Manual","42,564 miles","Diesel","-","2019 Ford Transit Custom Van"
"Volvo","XC60 2.0 T5 [250] Inscription 5dr Geartronic","2019","£19,000",2,"Automatic","96,982 miles","Petrol","5 Door","2019 Volvo XC60 SUV"
"Nissan","Juke 1.6 Hybrid N-Connecta 5dr Auto","2024","£20,999",1.6,"Automatic","6,177 miles","-","5 Door","2024 Nissan Juke SUV"
"Lexus","ES 300h 2.5 F-Sport 4dr CVT","2023","£37,930",2.5,"Automatic","11,117 miles","-","4 Door","2023 Lexus ES Saloon"
"Audi","A1 30 TFSI Sport 5dr S Tronic","2020","£17,895",1,"Automatic","27,455 miles","Petrol","5 Door","2020 Audi A1 Hatchback"
"Kia","Sportage 1.6T GDi 207 HEV GT-Line S 5dr Auto AWD","2024","£36,524",1.6,"Automatic","2,401 miles","-","5 Door","2024 Kia Sportage SUV"
"Audi","A3 45 TFSI e S Line Competition 5dr S Tronic","2022","£26,350",1.4,"Automatic","12,101 miles","-","5 Door","2022 Audi A3 Hatchback"
"Mazda","CX-60 2.5 PHEV Homura 5dr Auto","2024","£38,025",2.5,"Automatic","3,846 miles","-","5 Door","2024 Mazda CX-60 SUV"
"Ford","Puma 1.0 EcoBoost Hybrid mHEV ST-Line Vignale 5dr","2022","£18,599",1,"Manual","15,142 miles","Petrol","5 Door","2022 Ford Puma SUV"
"Volkswagen","Polo GTI 2.0 TSI GTI 5dr DSG","2022","£22,995",2,"Automatic","8,675 miles","Petrol","5 Door","2022 Volkswagen Polo GTI Hatchback"
"Audi","A3 30 TFSI Sport 5dr S Tronic","2021","£18,950",1,"Automatic","28,800 miles","Petrol","5 Door","2021 Audi A3 Hatchback"
"Vauxhall","CROSSLAND X 1.5 Turbo D Elite Nav SUV 5dr Diesel Auto Euro 6 (s/s) (120 ps)","2020","£11,750",1.5,"Automatic","31,023 miles","Diesel","5 Door","2020 Vauxhall CROSSLAND X"
"Toyota","Corolla 2.0 VVT-i Hybrid GR Sport 5dr CVT","2021","£16,975",2,"Automatic","55,928 miles","-","5 Door","2021 Toyota Corolla Hatchback"
"Renault","Clio 1.0 TCe 90 Iconic 5dr","2021","£12,227",1,"Manual","18,500 miles","Petrol","5 Door","2021 Renault Clio Hatchback"
"Hyundai","Tucson 1.6 TGDi 177 Premium SE 5dr 2WD DCT","2019","£16,999",1.6,"Automatic","48,414 miles","Petrol","5 Door","2019 Hyundai Tucson SUV"
"Audi","TT 40 TFSI S Line 2dr S Tronic","2022","£29,000",2,"Automatic","5,340 miles","Petrol","2 Door","2022 Audi TT Coupe"
"Nissan","LEAF 40KWH N-CONNECTA 5dr (SAT NAV, HALF LEATHER)","2019","£9,788",0,"Automatic","27,445 miles","-","5 Door","2019 Nissan LEAF Hatchback"
"Peugeot","3008 1.6 Hybrid 225 Allure 5dr e-EAT8","2021","£18,461",1.6,"Automatic","21,448 miles","-","5 Door","2021 Peugeot 3008 SUV"
"Audi","A5 2.0 TDI S Line 2dr S Tronic","2017","£13,995",2,"Automatic","62,200 miles","Diesel","2 Door","2017 Audi A5 Coupe"
"Renault","Clio 0.9 TCE 90 Iconic 5dr","2019","£10,649",0.9,"Manual","13,024 miles","Petrol","5 Door","2019 Renault Clio Hatchback"
"Ford","TRANSIT 2.0 350 EcoBlue Leader Panel Van 5dr Diesel Manual FWD L3 H2 Euro 6 (s/s) (130 ps)","2022","£15,354",2,"Manual","64,450 miles","Diesel","5 Door","2022 Ford TRANSIT"
"Mini","Hatchback 1.2 One 3dr","2015","£6,250",1.2,"Manual","65,062 miles","Petrol","3 Door","2015 Mini Hatchback Hatchback"
"Peugeot","Partner 950 1.2 PureTech 110 Professional Van","2020","£9,994",1.2,"Manual","63,983 miles","Petrol","-","2020 Peugeot Partner Van"
"Audi","A6 40 TDI S Line 4dr S Tronic","2022","£28,861",2,"Automatic","19,293 miles","Diesel","4 Door","2022 Audi A6 Saloon"
"Citroen","C3 1.2 PureTech 110 Plus 5dr EAT6","2024","£15,549",1.2,"Automatic","351 miles","Petrol","5 Door","2024 Citroen C3 Hatchback"
"Hyundai","i10 1.0 MPi Premium 5dr","2022","£12,495",1,"Manual","15,316 miles","Petrol","5 Door","2022 Hyundai i10 Hatchback"
"Toyota","Yaris Cross 1.5 Hybrid GR Sport 5dr CVT","2024","£27,781",1.5,"Automatic","10,000 miles","-","5 Door","2024 Toyota Yaris Cross SUV"
"Mg","MG3 1.5 VTi-TECH Exclusive 5dr [Navigation]","2024","£12,000",1.5,"Manual","5,000 miles","Petrol","5 Door","2024 Mg MG3 Hatchback"
"Volkswagen","T-ROC 1.5 TSI R-Line 5dr (APPLE CAR PLAY, HEATED SEATS)","2024","£28,488",1.5,"Manual","2,198 miles","Petrol","5 Door","2024 Volkswagen T-ROC"
"Polestar","2 170kW 78kWh Long Range Single motor 5dr Auto","2022","£19,620",NA,"Automatic","38,945 miles","-","4 Door","2022 Polestar 2 Hatchback"
"Ford","Kuga 1.5 EcoBoost Zetec 5dr 2WD","2015","£7,499",1.5,"Manual","82,670 miles","Petrol","5 Door","2015 Ford Kuga SUV"
"Ford","Fiesta 1.0 EcoBoost ST-Line 5dr","2022","£14,176",1,"Manual","15,692 miles","Petrol","5 Door","2022 Ford Fiesta Hatchback"
"Mg","ZS 1.5 VTi-TECH Exclusive 5dr","2023","£13,995",1.5,"Manual","26,633 miles","Petrol","5 Door","2023 Mg ZS SUV"
"Mazda","CX-30 2.0 e-Skyactiv X MHEV GT Sport Tech 5dr Auto","2021","£18,495",2,"Automatic","30,162 miles","Petrol","5 Door","2021 Mazda CX-30 SUV"
"Volkswagen","Golf 1.5 eTSI 150 R-Line 5dr DSG","2022","£23,150",1.5,"Automatic","17,150 miles","-","5 Door","2022 Volkswagen Golf Hatchback"
"Mercedes","-Benz GLA GLA 200 Sport Executive 5dr Auto","2023","£27,548",1.3,"Automatic","23,180 miles","Petrol","5 Door","2023 Mercedes-Benz GLA SUV"
"Hyundai","Tucson 1.6 TGDi Ultimate 5dr 2WD","2022","£22,200",1.6,"Manual","16,756 miles","Petrol","5 Door","2022 Hyundai Tucson SUV"
"Kia","Sportage 1.6T GDi 48V ISG GT-Line 5dr DCT","2022","£25,346",1.6,"Automatic","17,425 miles","-","5 Door","2022 Kia Sportage SUV"
"Audi","A3 Saloon 35 TFSI S Line 4dr S Tronic","2024","£30,250",1.5,"Automatic","4,643 miles","Petrol","4 Door","2024 Audi A3 Saloon Saloon"
"Citroen","Relay 2.2 BlueHDi H3 Van 140ps Enterprise Edition","2023","£27,600",2.2,"Manual","155 miles","Diesel","-","2023 Citroen Relay Van"
"Skoda","Kodiaq 1.5 TSI SE L Executive 5dr DSG [7 Seat]","2022","£28,450",1.5,"Automatic","13,834 miles","Petrol","5 Door","2022 Skoda Kodiaq SUV"
"Volkswagen","Crafter 2.0 TDI 140PS Startline High Roof Van","2022","£24,498 ex VAT",2,"Manual","18,239 miles","Diesel","-","2022 Volkswagen Crafter Van"
"Lexus","NX 450h+ 2.5 5dr E-CVT [Premium Pack]","2023","£41,995",2.5,"Automatic","12,207 miles","-","5 Door","2023 Lexus NX SUV"
"Mercedes","-Benz GLC GLC 220d 4Matic AMG Line 5dr 9G-Tronic","2019","£24,205",2,"Automatic","29,423 miles","Diesel","5 Door","2019 Mercedes-Benz GLC SUV"
"Nissan","Leaf 160kW e+ Tekna 59kWh 5dr Auto","2022","£17,365",NA,"Automatic","14,304 miles","-","5 Door","2022 Nissan Leaf Hatchback"
"Ford","Kuga 2.0 TDCi Zetec 5dr Auto","2019","£12,445",2,"Automatic","52,697 miles","Diesel","5 Door","2019 Ford Kuga SUV"
"Hyundai","Kona 1.6 GDi Hybrid N Line S 5dr DCT","2024","£28,578",1.6,"Automatic","2,374 miles","-","5 Door","2024 Hyundai Kona SUV"
"Toyota","Corolla 1.8 VVT-i Hybrid GR Sport 5dr CVT","2022","£17,834",1.8,"Automatic","35,365 miles","-","5 Door","2022 Toyota Corolla Hatchback"
"Audi","Q2 30 TDI Technik 5dr","2021","£11,790",2,"Manual","93,687 miles","Diesel","5 Door","2021 Audi Q2 SUV"
"Ford","TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L1 H1 Euro 6 ULEZ Free","2024","£31,788",2,"Automatic","12,216 miles","Diesel","5 Door","2024 Ford TRANSIT CUSTOM"
"Volvo","XC40 2.0 B4P R DESIGN 5dr Auto [7 speed]","2024","£34,595",2,"Automatic","2,983 miles","-","5 Door","2024 Volvo XC40 SUV"
"Skoda","Kodiaq 1.5 TSI Sport Line 5dr DSG [7 Seat]","2022","£28,690",1.5,"Automatic","20,091 miles","Petrol","5 Door","2022 Skoda Kodiaq SUV"
"Audi","A3 30 TFSI Sport 5dr S Tronic","2024","£25,121",1,"Automatic","1,864 miles","Petrol","5 Door","2024 Audi A3 Hatchback"
"Volkswagen","TIGUAN 2.0 TDI Match SUV 5dr Diesel Manual 4Motion Euro 6 (s/s) (150 ps)","2019","£13,995",1.97,"Manual","80,000 miles","Diesel","5 Door","2019 Volkswagen TIGUAN SUV"
"Audi","A3 35 TFSI Black Edition 5dr S Tronic","2024","£31,000",1.5,"Automatic","4,631 miles","Petrol","5 Door","2024 Audi A3 Hatchback"
"Land","Rover DISCOVERY 3.0 SD V6 HSE SUV 5dr Diesel Auto 4WD Euro 6 (s/s) (306 ps)","2018","£26,990",2.99,"Automatic","80,824 miles","Diesel","5 Door","2018 Land Rover DISCOVERY SUV"
"Mercedes","-Benz GLA GLA 180 Urban Edition 5dr Auto","2020","£14,490",1.6,"Automatic","55,022 miles","Petrol","5 Door","2020 Mercedes-Benz GLA SUV"
"Mini","Countryman 1.5 Cooper Classic 5dr","2019","£14,719",1.5,"Manual","25,231 miles","Petrol","5 Door","2019 Mini Countryman SUV"
"Vauxhall","Corsa 1.2 Turbo SE Edition 5dr Auto","2022","£14,158",1.2,"Automatic","10,903 miles","Petrol","5 Door","2022 Vauxhall Corsa Hatchback"
"BMW","1 Series 118i [136] M Sport 5dr","2021","£18,806",1.5,"Manual","27,780 miles","Petrol","5 Door","2021 BMW 1 Series Hatchback"
"Toyota","Proace City 1.5D 100 Active Van [6 Speed]","2023","£17,634",1.5,"Manual","15,009 miles","Diesel","-","2023 Toyota Proace City Van"
"Mini","Countryman 1.5 Cooper Sport 5dr Auto","2020","£21,371",1.5,"Automatic","17,259 miles","Petrol","5 Door","2020 Mini Countryman SUV"
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic","2021","£28,127",1.5,"Automatic","22,252 miles","Petrol","5 Door","2021 Audi Q3 SUV"
"Audi","Q3 35 TFSI S Line 5dr S Tronic [Leather]","2024","£33,369",1.5,"Automatic","3,876 miles","Petrol","5 Door","2024 Audi Q3 SUV"
"Bentley","Bentayga 4.0 V8 Azure 5dr Auto","2023","£159,500",4,"Automatic","8,203 miles","Petrol","5 Door","2023 Bentley Bentayga SUV"
"Volvo","XC60 2.0 D5 PowerPulse Inscription Pro 5dr AWD G tronic","2017","£27,350",2,"Automatic","33,890 miles","Diesel","5 Door","2017 Volvo XC60 SUV"
"Audi","Q4 E-TRON 35 Edition 1 SUV 5dr Electric Auto 55kWh (170 ps) Apple CarPlay, 20In Alloy Wheels, Heated Seats, 11","2021","£25,990",NA,"Automatic","18,000 miles","-","5 Door","2021 Audi Q4 E-TRON"
"Toyota","Corolla Touring Sport 1.8 Hybrid Design 5dr CVT","2024","£25,659",1.8,"Automatic","10,113 miles","-","5 Door","2024 Toyota Corolla Touring Sport Estate"
"Land","Rover Discovery 3.0 D300 HSE Commercial Auto","2021","£57,360",3,"Automatic","19,028 miles","Diesel","-","2021 Land Rover Discovery Van"
"Mini","Hatchback 2.0 Cooper S II 3dr","2018","£12,470",2,"Manual","45,225 miles","Petrol","3 Door","2018 Mini Hatchback Hatchback"
"Kia","Sportage 1.6T GDi ISG 3 5dr","2023","£24,599",1.6,"Manual","17,460 miles","Petrol","5 Door","2023 Kia Sportage SUV"
"Volvo","XC40 2.0 B3P Plus Dark 5dr Auto","2024","£32,000",2,"Automatic","3,475 miles","-","5 Door","2024 Volvo XC40 SUV"
"Audi","Q2 35 TFSI Black Edition 5dr S Tronic","2021","£26,550",1.5,"Automatic","20,693 miles","Petrol","5 Door","2021 Audi Q2 SUV"
"Ford","Puma 1.0 EcoBoost Hybrid mHEV ST-Line X 5dr","2022","£16,400",1,"Manual","22,090 miles","Petrol","5 Door","2022 Ford Puma SUV"
"Kia","EV6 166kW Air 77.4kWh 5dr Auto","2023","£27,499",NA,"Automatic","19,314 miles","-","5 Door","2023 Kia EV6 SUV"
"Land","Rover Defender 3.0 D250 S 90 3dr Auto","2021","£49,000",3,"Automatic","20,234 miles","Diesel","3 Door","2021 Land Rover Defender SUV"
"BMW","7 Series 740d xDrive M Sport 4dr Auto","2016","£22,250",3,"Automatic","55,000 miles","Diesel","4 Door","2016 BMW 7 Series Saloon"
"Vauxhall","ANTARA 2.2 DIAMOND CDTI S/S 5d 161 BHP","2013","£7,995",2.23,"Manual","87,709 miles","Diesel","5 Door","2013 Vauxhall ANTARA Hatchback"
"BMW","X4 xDrive30d MHT M Sport 5dr Auto","2021","£33,950",3,"Automatic","44,000 miles","-","4 Door","2021 BMW X4 SUV"
"Land","Rover RANGE ROVER EVOQUE 2.0 TD4 SE TECH 5d 177 BHP","2017","£16,995",2,"Automatic","58,528 miles","Diesel","5 Door","2017 Land Rover RANGE ROVER EVOQUE Estate"
"BMW","4 Series Convertible 420i M Sport 2dr Step Auto","2023","£33,416",2,"Automatic","25,719 miles","Petrol","2 Door","2023 BMW 4 Series Convertible Convertible"
"Audi","A1 35 TFSI S Line 5dr S Tronic","2021","£21,500",1.5,"Automatic","36,745 miles","Petrol","5 Door","2021 Audi A1 Hatchback"
"Volvo","XC40 2.0 B4P Plus Dark 5dr Auto","2024","£28,950",2,"Automatic","12,778 miles","-","5 Door","2024 Volvo XC40 SUV"
"Mercedes","-Benz C-Class Coupe C43 4Matic Night Ed Premium Plus 2dr 9G-Tronic","2022","£39,990",3,"Automatic","10,878 miles","Petrol","2 Door","2022 Mercedes-Benz C-Class Coupe Coupe"
"Hyundai","i20 1.0T GDi 48V MHD SE Connect 5dr DCT","2021","£13,795",1,"Automatic","28,016 miles","-","5 Door","2021 Hyundai i20 Hatchback"
"Audi","Q3 35 TDI S Line 5dr S Tronic [Leather]","2024","£35,500",2,"Automatic","4,000 miles","Diesel","5 Door","2024 Audi Q3 SUV"
"Peugeot","208 1.2 PureTech 100 Allure Premium + 5dr","2023","£15,281",1.2,"Manual","5,443 miles","Petrol","5 Door","2023 Peugeot 208 Hatchback"
"Audi","Q3 40 TDI 193 Qtro Black Ed 5dr S Tronic [20""Alloy]","2025","£43,000",2,"Automatic","1,000 miles","Diesel","5 Door","2025 Audi Q3 SUV"
"Audi","A5 Sportback 35 TDI Sport 5dr S Tronic","2021","£23,999",2,"Automatic","26,119 miles","Diesel","5 Door","2021 Audi A5 Sportback Hatchback"
"Mercedes","-Benz A CLASS 1.5 A180d Sport (Premium Plus) Hatchback 5dr Diesel 7G-DCT Euro 6 (s/s) (116 ps)","2020","£17,499",1.46,"Automatic","30,000 miles","Diesel","5 Door","2020 Mercedes-Benz A CLASS Hatchback"
"Vauxhall","Grandland X 1.2 Turbo Sport Nav 5dr","2019","£11,498",1.2,"Manual","34,761 miles","Petrol","5 Door","2019 Vauxhall Grandland X SUV"
"Skoda","Fabia 1.0 TSI 110 Monte Carlo 5dr DSG","2024","£18,900",1,"Automatic","7,272 miles","Petrol","5 Door","2024 Skoda Fabia Hatchback"
"BMW","3 Series 330e xDrive M Sport 4dr Step Auto","2021","£22,549",2,"Automatic","30,103 miles","-","4 Door","2021 BMW 3 Series Saloon"
"Honda","Jazz 1.3 SE 5dr CVT","2016","£10,990",1.3,"Automatic","26,236 miles","Petrol","5 Door","2016 Honda Jazz Hatchback"
"Land","Rover Range Rover Evoque 2.0 D200 Dynamic HSE 5dr Auto","2023","£38,377",2,"Automatic","10,172 miles","Diesel","5 Door","2023 Land Rover Range Rover Evoque SUV"
"Audi","Q2 35 TFSI Black Edition 5dr","2021","£23,574",1.5,"Manual","12,941 miles","Petrol","5 Door","2021 Audi Q2 SUV"
"Vauxhall","INSIGNIA GRAND SPORT 2.0 SRI VX-LINE NAV 5d 168 BHP","2017","£9,990",1.96,"Manual","1 miles","Diesel","5 Door","2017 Vauxhall INSIGNIA GRAND SPORT Hatchback"
"Volkswagen","Golf Estate 1.5 eTSI 150 R-Line 5dr DSG","2024","£27,500",1.5,"Automatic","7,453 miles","-","5 Door","2024 Volkswagen Golf Estate Estate"
"Volkswagen","Arteon 2.0 TSI R 5dr 4MOTION DSG","2024","£45,989",2,"Automatic","5,000 miles","Petrol","5 Door","2024 Volkswagen Arteon Hatchback"
"Honda","Civic 1.0 VTEC Turbo 126 SR 5dr","2019","£11,278",1,"Manual","50,958 miles","Petrol","5 Door","2019 Honda Civic Hatchback"
"Skoda","Octavia 1.5 TSI 150 SE L 5dr","2024","£23,995",1.5,"Manual","15 miles","Petrol","5 Door","2024 Skoda Octavia Hatchback"
"Audi","A4 35 TFSI Black Edition 4dr S Tronic","2024","£29,950",2,"Automatic","1,001 miles","Petrol","4 Door","2024 Audi A4 Saloon"
"Skoda","Fabia 1.0 TSI SE 5dr","2018","£8,999",1,"Manual","56,045 miles","Petrol","5 Door","2018 Skoda Fabia Hatchback"
"Audi","Q3 35 TFSI Black Edition 5dr S Tronic [20""Alloy]","2024","£37,950",1.5,"Automatic","5,000 miles","Petrol","5 Door","2024 Audi Q3 SUV"
"Audi","A1 35 TFSI Black Edition 5dr S Tronic","2024","£32,000",1.5,"Automatic","2,000 miles","Petrol","5 Door","2024 Audi A1 Hatchback"
"Toyota","PRIUS 1.8 VVT-I BUSINESS EDITION PLUS 5d 97 BHP","2017","£9,995",1.8,"Automatic","58,172 miles","-","5 Door","2017 Toyota PRIUS Hatchback"
"Maxus","Deliver 9 2.0 D20 150 High Roof Van","2024","£23,700",2,"Manual","5 miles","Diesel","-","2024 Maxus Deliver 9 Van"
"Volvo","XC60 2.0 T6 Recharge PHEV Inscription 5dr AWD Auto","2020","£26,780",2,"Automatic","47,227 miles","-","5 Door","2020 Volvo XC60 SUV"
"Peugeot","3008 1.2 PureTech GT Line Premium 5dr EAT8","2020","£16,753",1.2,"Automatic","28,639 miles","Petrol","5 Door","2020 Peugeot 3008 SUV"
"Mini","Hatchback 1.5 Cooper Sport 3dr Auto","2023","£21,790",1.5,"Automatic","12,646 miles","Petrol","3 Door","2023 Mini Hatchback Hatchback"
"Ford","Fiesta STYLE Used","2013","£3,995",1.24,"Manual","74,000 miles","Petrol","3 Door","2013 Ford Fiesta Hatchback"
"Audi","A4 1.4T FSI Sport 4dr","2017","£11,266",1.4,"Manual","48,000 miles","Petrol","4 Door","2017 Audi A4 Saloon"
"Cupra","Formentor 1.4 eHybrid 245 VZ2 5dr DSG","2022","£21,697",1.4,"Automatic","46,163 miles","-","5 Door","2022 Cupra Formentor SUV"
"Renault","Clio 1.6 E-TECH full hybrid 145 Evolution 5dr Auto","2024","£19,280",1.6,"Automatic","725 miles","-","5 Door","2024 Renault Clio Hatchback"
"Mazda","CX-5 2.0 Kuro Edition 5dr","2021","£18,495",2,"Manual","37,280 miles","Petrol","5 Door","2021 Mazda CX-5 SUV"
"Kia","Sportage 1.6T GDi ISG Launch Edition 5dr","2022","£21,495",1.6,"Manual","32,150 miles","Petrol","5 Door","2022 Kia Sportage SUV"
"Audi","Q2 35 TFSI Black Edition 5dr S Tronic","2021","£25,850",1.5,"Automatic","24,630 miles","Petrol","5 Door","2021 Audi Q2 SUV"
