"Brand","Model","Year","Price","EngineSize","Gear","Mileage","FuelType","Doors","Description"
"Jaguar","I-Pace 294kW EV400 R-Dynamic HSE Black 90kWh 5dr Auto","2025","£44,844",NA,"Automatic","20 miles","-","5 Door","2025 Jaguar I-Pace SUV"
"Toyota","Yaris 1.5 Hybrid Icon 5dr CVT","2019","£13,999",1.5,"Automatic","13,105 miles","-","5 Door","2019 Toyota Yaris Hatchback"
"Peugeot","308 1.2 PureTech Allure Premium 5dr EAT8","2022","£17,584",1.2,"Automatic","15,382 miles","Petrol","5 Door","2022 Peugeot 308 Hatchback"
"Toyota","Aygo X 1.0 VVT-i Edge 5dr","2024","£14,137",1,"Manual","10,028 miles","Petrol","5 Door","2024 Toyota Aygo X Hatchback"
"Hyundai","i10 1.0 MPi Premium 5dr","2023","£14,030",1,"Manual","7,254 miles","Petrol","5 Door","2023 Hyundai i10 Hatchback"
"Volvo","XC40 2.0 B4P Ultimate Dark 5dr Auto","2024","£33,750",2,"Automatic","18,854 miles","-","5 Door","2024 Volvo XC40 SUV"
"Toyota","RAV4 2.5 VVT-i Hybrid Dynamic 5dr CVT","2019","£23,317",2.5,"Automatic","46,300 miles","-","5 Door","2019 Toyota RAV4 SUV"
"Skoda","Fabia 1.0 TSI 116 SE Comfort 5dr DSG","2024","£17,290",1,"Automatic","1,071 miles","Petrol","5 Door","2024 Skoda Fabia Hatchback"
"Audi","A3 35 TFSI Sport 5dr","2024","£23,790",1.5,"Manual","6,331 miles","Petrol","5 Door","2024 Audi A3 Hatchback"
"Audi","S3 S3 TFSI Quattro 5dr S Tronic","2021","£30,900",2,"Automatic","19,986 miles","Petrol","5 Door","2021 Audi S3 Hatchback"
"BMW","3 Series 330e xDrive M Sport 4dr Step Auto","2022","£25,049",2,"Automatic","23,596 miles","-","4 Door","2022 BMW 3 Series Saloon"
"Vauxhall","Corsa 1.2 Turbo Ultimate 5dr","2024","£18,894",1.2,"Manual","1,001 miles","Petrol","5 Door","2024 Vauxhall Corsa Hatchback"
"Ford","Kuga 1.5 EcoBlue ST-Line X Edition 5dr Auto","2022","£21,200",1.5,"Automatic","26,207 miles","Diesel","5 Door","2022 Ford Kuga SUV"
"Volkswagen","Golf 1.5 TSI R-Line 5dr","2023","£23,150",1.5,"Manual","11,857 miles","Petrol","5 Door","2023 Volkswagen Golf Hatchback"
"Volvo","XC60 2.0 B5P [250] Momentum 5dr Geartronic","2021","£26,995",2,"Automatic","16,725 miles","-","5 Door","2021 Volvo XC60 SUV"
"Audi","Q2 1.4 TFSI Edition 1 5dr S Tronic","2018","£19,295",1.4,"Automatic","44,424 miles","Petrol","5 Door","2018 Audi Q2 SUV"
"Land","Rover Range Rover Evoque 1.5 P300e Evoque Edition 5dr Auto","2022","£30,810",1.5,"Automatic","41,024 miles","-","5 Door","2022 Land Rover Range Rover Evoque SUV"
"Skoda","Fabia 1.5 TSI 150 Colour Edition 5dr DSG","2024","£21,339",1.5,"Automatic","4,548 miles","Petrol","5 Door","2024 Skoda Fabia Hatchback"
"Vauxhall","Astra 1.5 Turbo D Griffin Edition 5dr","2021","£10,850",1.5,"Manual","44,320 miles","Diesel","5 Door","2021 Vauxhall Astra Hatchback"
"Audi","A7 45 TFSI Quattro Black Edition 5dr S Tronic","2023","£38,500",2,"Automatic","18,028 miles","Petrol","5 Door","2023 Audi A7 Hatchback"
"Honda","Jazz 1.5 i-MMD Hybrid Crosstar EX 5dr eCVT","2020","£17,500",1.5,"Automatic","15,645 miles","-","5 Door","2020 Honda Jazz Hatchback"
"Kia","SPORTAGE 1.6 h T-GDi GT-Line S SUV 5dr Petrol Hybrid Auto AWD Euro 6 (s/s) (226 bhp)","2024","£34,995",1.6,"Automatic","5,079 miles","-","5 Door","2024 Kia SPORTAGE SUV"
"Kia","Sportage 1.6T GDi GT-Line S 5dr DCT Auto [AWD]","2021","£17,400",1.6,"Automatic","62,406 miles","Petrol","5 Door","2021 Kia Sportage SUV"
"Fiat","500 1.2 Lounge Hatchback 3dr Petrol Manual Euro 6 (s/s) (69 bhp)","2015","£6,379",1.24,"Manual","32,000 miles","Petrol","3 Door","2015 Fiat 500 Hatchback"
"Citroen","C5 Aircross 1.2 PureTech C-Series Edition 5dr","2023","£21,036",1.2,"Manual","11,211 miles","Petrol","5 Door","2023 Citroen C5 Aircross SUV"
"Mazda","CX-30 2.0 e-Skyactiv X MHEV GT Sport 5dr","2023","£20,989",2,"Manual","10,744 miles","Petrol","5 Door","2023 Mazda CX-30 SUV"
"Cupra","Born 169kW e-Boost V3 58kWh 5dr Auto","2024","£29,603",NA,"Automatic","3,998 miles","-","5 Door","2024 Cupra Born Hatchback"
"Peugeot","108 1.0 72 Active 5dr","2018","£7,328",1,"Manual","21,242 miles","Petrol","5 Door","2018 Peugeot 108 Hatchback"
"Nissan","Qashqai 1.5 E-Power Tekna+ 5dr Auto","2023","£27,255",1.5,"Automatic","20,789 miles","-","5 Door","2023 Nissan Qashqai SUV"
"Volkswagen","Transporter 2.0 TDI 110 Highline Van","2024","£27,950",2,"Manual","5,125 miles","Diesel","-","2024 Volkswagen Transporter Van"
"Renault","Clio 1.0 TCe 90 S Edition 5dr","2022","£12,495",1,"Manual","24,672 miles","Petrol","5 Door","2022 Renault Clio Hatchback"
"Nissan","Juke 1.0 DiG-T 114 Acenta 5dr","2023","£14,565",1,"Manual","14,177 miles","Petrol","5 Door","2023 Nissan Juke SUV"
"Volkswagen","POLO 1.2 TSI BlueMotion Tech Match Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps)","2017","£9,499",1.2,"Manual","66,901 miles","Petrol","5 Door","2017 Volkswagen POLO Hatchback"
"Mazda","CX-5 2.0 Sport 5dr","2021","£17,400",2,"Manual","35,136 miles","Petrol","5 Door","2021 Mazda CX-5 SUV"
"Ford","Kuga 1.5 EcoBlue ST-Line Edition 5dr","2021","£17,997",1.5,"Manual","17,282 miles","Diesel","5 Door","2021 Ford Kuga SUV"
"Toyota","C-HR 1.8 Hybrid Design 5dr CVT","2018","£16,338",1.8,"Automatic","41,221 miles","-","5 Door","2018 Toyota C-HR SUV"
"Audi","A1 1.4 TFSI S line Hatchback 3dr Petrol Manual Euro 6 (s/s) (125 ps)","2017","£9,899",1.4,"Manual","65,524 miles","Petrol","3 Door","2017 Audi A1 Hatchback"
"Land","Rover DISCOVERY SPORT 2.0 TD4 HSE LUXURY 5d 180 BHP","2016","£15,990",2,"Automatic","51,219 miles","Diesel","5 Door","2016 Land Rover DISCOVERY SPORT Estate"
"Suzuki","S-Cross 1.5 Hybrid Ultra ALLGRIP 5dr AGS","2023","£23,995",1.5,"Automatic","10,000 miles","-","5 Door","2023 Suzuki S-Cross SUV"
"Seat","Leon 1.0 TSI EVO SE 5dr","2022","£13,984",1,"Manual","29,552 miles","Petrol","5 Door","2022 Seat Leon Hatchback"
"Honda","Civic 1.0 VTEC Turbo 126 SR 5dr","2018","£11,995",1,"Manual","37,122 miles","Petrol","5 Door","2018 Honda Civic Hatchback"
"Mg","HS 1.5 T-GDI Trophy 5dr DCT","2023","£19,195",1.5,"Automatic","7,332 miles","Petrol","5 Door","2023 Mg HS SUV"
"BMW","X3 xDrive 30e M Sport 5dr Auto","2021","£26,660",2,"Automatic","44,346 miles","-","5 Door","2021 BMW X3 SUV"
"Volkswagen","Tiguan 1.5 TSI 150 Life 5dr DSG","2022","£20,610",1.5,"Automatic","36,787 miles","Petrol","5 Door","2022 Volkswagen Tiguan SUV"
"Hyundai","Tucson 1.6 TGDi Hybrid 230 Ultimate 5dr 2WD Auto","2022","£23,420",1.6,"Automatic","46,784 miles","-","5 Door","2022 Hyundai Tucson SUV"
"Toyota","Yaris Cross 1.5 Hybrid Dynamic 5dr CVT","2022","£20,548",1.5,"Automatic","42,421 miles","-","5 Door","2022 Toyota Yaris Cross SUV"
"Jaguar","E-Pace 2.0 D200 R-Dynamic SE 5dr Auto","2021","£25,700",2,"Automatic","43,032 miles","Diesel","5 Door","2021 Jaguar E-Pace SUV"
"Volvo","XC40 2.0 B3P Ultimate Dark 5dr Auto","2024","£33,500",2,"Automatic","12,550 miles","-","5 Door","2024 Volvo XC40 SUV"
"Volkswagen","Touareg 3.0 V6 TDI 4Motion Black Edition 5dr Tip Auto","2021","£41,560",3,"Automatic","33,242 miles","Diesel","5 Door","2021 Volkswagen Touareg SUV"
"Nissan","Qashqai 1.3 DiG-T MH N-Connecta 5dr","2021","£17,275",1.3,"Manual","33,223 miles","-","5 Door","2021 Nissan Qashqai SUV"
"Volvo","XC40 2.0 B4P Ultimate Dark 5dr Auto","2024","£34,090",2,"Automatic","6,883 miles","-","5 Door","2024 Volvo XC40 SUV"
"Nissan","Juke 1.0 DiG-T 114 Tekna 5dr","2024","£17,935",1,"Manual","10,533 miles","Petrol","5 Door","2024 Nissan Juke SUV"
"Toyota","Aygo 1.0 VVT-i X-Trend TSS 5dr x-shift","2021","£14,311",1,"Automatic","17,315 miles","Petrol","5 Door","2021 Toyota Aygo Hatchback"
"Volkswagen","Caddy Maxi 1.5 TSI 114PS Commerce Van","2022","£20,989",1.5,"Manual","11,197 miles","Petrol","-","2022 Volkswagen Caddy Maxi Van"
"Mercedes","-Benz A-CLASS 2.1 A200d AMG Line (Premium) Hatchback 5dr Diesel Manual Euro 6 (s/s) (136 ps)","2015","£10,795",2.14,"Manual","83,881 miles","Diesel","5 Door","2015 Mercedes-Benz A-CLASS Hatchback"
"Toyota","Corolla 1.8 Hybrid Excel 5dr CVT","2023","£23,678",1.8,"Automatic","5,590 miles","-","5 Door","2023 Toyota Corolla Hatchback"
"Land","Rover Defender 3.0 D250 X-Dynamic S 110 5dr Auto","2021","£48,000",3,"Automatic","43,308 miles","Diesel","5 Door","2021 Land Rover Defender SUV"
"Volkswagen","T-Roc 1.0 TSI Life 5dr","2023","£20,850",1,"Manual","17,280 miles","Petrol","5 Door","2023 Volkswagen T-Roc SUV"
"Nissan","MICRA 0.9 IG-T Bose Personal Edition Hatchback 5dr Petrol Manual Euro 6 (s/s) (90 ps)","2018","£9,999",0.9,"Manual","25,163 miles","Petrol","5 Door","2018 Nissan MICRA Hatchback"
"BMW","X4 2.0 20d MHT M Sport SUV 5dr Diesel Hybrid Auto xDrive Euro 6 (s/s) (190 ps)","2022","£43,495",2,"Automatic","5,490 miles","-","5 Door","2022 BMW X4"
"Subaru","Forester 2.0i e-Boxer XE Premium 5dr Lineartronic","2024","£36,690",2,"Automatic","20 miles","-","5 Door","2024 Subaru Forester SUV"
"Land","Rover DISCOVERY SPORT 2.0 TD4 HSE LUXURY 5d 180 BHP","2017","£15,990",2,"Automatic","72,189 miles","Diesel","5 Door","2017 Land Rover DISCOVERY SPORT Estate"
"Volkswagen","Polo 1.0 EVO 80 SE 5dr","2020","£13,830",1,"Manual","12,300 miles","Petrol","5 Door","2020 Volkswagen Polo Hatchback"
"Fiat","500 1.2 Lounge 3dr","2018","£7,097",1.2,"Manual","47,639 miles","Petrol","3 Door","2018 Fiat 500 Hatchback"
"Skoda","Fabia 1.0 TSI 110 SE L 5dr","2022","£14,030",1,"Manual","34,875 miles","Petrol","5 Door","2022 Skoda Fabia Hatchback"
"Mg","MG5 115kW Trophy EV Long Range 61kWh 5dr Auto","2023","£18,450",NA,"Automatic","2,218 miles","-","5 Door","2023 Mg MG5 Estate"
"Audi","A6 40 TDI Black Edition 4dr S Tronic","2020","£25,994",2,"Automatic","33,736 miles","Diesel","4 Door","2020 Audi A6 Saloon"
"Seat","Ibiza 1.0 TSI 110 Xcellence [EZ] 5dr","2021","£15,245",1,"Manual","11,008 miles","Petrol","5 Door","2021 Seat Ibiza Hatchback"
"BMW","M5 M5 Competition 4dr DCT","2022","£59,990",4.4,"Automatic","18,908 miles","Petrol","-","2022 BMW M5 Saloon"
"Volkswagen","Arteon 2.0 TDI R-Line 5dr","2019","£17,195",2,"Manual","54,474 miles","Diesel","5 Door","2019 Volkswagen Arteon Saloon"
"Citroen","C4 Cactus 1.2 PureTech Flair 5dr","2018","£8,952",1.2,"Manual","31,331 miles","Petrol","5 Door","2018 Citroen C4 Cactus SUV"
"Ford","TRANSIT CUSTOM 2.0 320 Limited EcoBlue Automatic 136 BHP L1 H1 Euro 6 ULEZ Free","2023","£31,788",2,"Automatic","12,366 miles","Diesel","5 Door","2023 Ford TRANSIT CUSTOM"
"Toyota","Corolla Touring Sport 1.8 Hybrid Icon 5dr CVT","2024","£24,684",1.8,"Automatic","7,805 miles","-","5 Door","2024 Toyota Corolla Touring Sport Estate"
"Toyota","Yaris Cross 1.5 Hybrid Design 5dr CVT","2022","£20,481",1.5,"Automatic","22,073 miles","-","5 Door","2022 Toyota Yaris Cross SUV"
"Mg","ZS 1.5 VTi-TECH Exclusive 5dr","2023","£15,750",1.5,"Manual","3,102 miles","Petrol","5 Door","2023 Mg ZS SUV"
"Volkswagen","Golf 2.0 TDI Life 5dr DSG","2023","£18,549",2,"Automatic","24,722 miles","Diesel","5 Door","2023 Volkswagen Golf Hatchback"
"Renault","MEGANE 1.5 dCi Limited Nav Hatchback 5dr Diesel Manual Euro 6 (s/s) (110 ps)","2016","£4,495",1.46,"Manual","88,000 miles","Diesel","5 Door","2016 Renault MEGANE Hatchback"
"Cupra","Leon 1.4 eHybrid VZ2 5dr DSG","2024","£27,990",1.4,"Automatic","50 miles","-","5 Door","2024 Cupra Leon Estate"
"Audi","TT RS TT RS TFSI Quattro Audi Sport Ed 2dr S Tronic","2022","£48,990",2.5,"Automatic","7,269 miles","Petrol","2 Door","2022 Audi TT RS Coupe"
"Audi","A7 45 TFSI Quattro Black Edition 5dr S Tronic","2025","£49,985",2,"Automatic","150 miles","Petrol","5 Door","2025 Audi A7 Hatchback"
"Seat","Ibiza 1.0 TSI 95 SE Technology [EZ] 5dr","2018","£9,675",1,"Manual","47,444 miles","Petrol","5 Door","2018 Seat Ibiza Hatchback"
"Tesla","Model 3 Long Range AWD 4dr Auto","2020","£19,477",NA,"Automatic","35,276 miles","-","4 Door","2020 Tesla Model 3 Saloon"
"Audi","A1 25 TFSI S Line 5dr S Tronic","2025","£25,750",1,"Automatic","2,874 miles","Petrol","5 Door","2025 Audi A1 Hatchback"
"BMW","3 Series Touring 330e M Sport 5dr Step Auto","2021","£21,563",2,"Automatic","44,876 miles","-","5 Door","2021 BMW 3 Series Touring Estate"
"Skoda","KAROQ 1.5 TSI ACT Edition SUV 5dr Petrol DSG Euro 6 (s/s) (150 ps)","2020","£19,499",1.5,"Automatic","37,744 miles","Petrol","5 Door","2020 Skoda KAROQ"
"Volkswagen","T-Cross 1.0 TSI 115 Match 5dr DSG","2024","£22,830",1,"Automatic","12,155 miles","Petrol","5 Door","2024 Volkswagen T-Cross SUV"
"Suzuki","SWIFT 1.2 Dualjet MHEV SZ5 Hatchback 5dr Petrol Hybrid CVT Euro 6 (s/s) (83 ps)","2024","£15,999",1.2,"Automatic","18,416 miles","-","5 Door","2024 Suzuki SWIFT Hatchback"
"Kia","Sportage 1.6T GDi 207 HEV GT-Line 5dr Auto","2024","£30,430",1.6,"Automatic","5,246 miles","-","5 Door","2024 Kia Sportage SUV"
"Vauxhall","Crossland X 1.2T [110] Elite 5dr [Start Stop] Auto","2018","£11,799",1.2,"Automatic","14,773 miles","Petrol","5 Door","2018 Vauxhall Crossland X SUV"
"Skoda","Kamiq 1.0 TSI 110 SE 5dr","2022","£14,450",1,"Manual","18,700 miles","Petrol","5 Door","2022 Skoda Kamiq SUV"
"Tesla","Model 3 Long Range AWD 4dr Auto","2019","£16,975",NA,"Automatic","52,515 miles","-","4 Door","2019 Tesla Model 3 Saloon"
"Audi","RS5 RS 5 TFSI Quattro Audi Sport Edn 5dr Tiptronic","2019","£39,995",2.9,"Automatic","47,200 miles","Petrol","5 Door","2019 Audi RS5 Hatchback"
"Volvo","XC40 2.0 B3P Plus Dark 5dr Auto","2024","£30,490",2,"Automatic","9,513 miles","-","5 Door","2024 Volvo XC40 SUV"
"Audi","A3 30 TFSI S Line 5dr S Tronic","2022","£22,550",1,"Automatic","26,066 miles","Petrol","5 Door","2022 Audi A3 Hatchback"
"Lexus","UX 250h 2.0 F-Sport Design 5dr CVT","2023","£27,310",2,"Automatic","4,365 miles","-","5 Door","2023 Lexus UX SUV"
"Mercedes","-Benz A-Class A180 Sport Executive 5dr","2019","£15,697",1.3,"Manual","39,944 miles","Petrol","5 Door","2019 Mercedes-Benz A-Class Hatchback"
"Volkswagen","Arteon Shooting Brake 1.4 TSI eHybrid R-Line 5dr DSG","2024","£35,395",1.4,"Automatic","5,343 miles","-","5 Door","2024 Volkswagen Arteon Shooting Brake Estate"
"Volkswagen","ID.3 150kW Style Pro Performance 58kWh 5dr Auto","2021","£15,950",NA,"Automatic","29,541 miles","-","5 Door","2021 Volkswagen ID.3 Hatchback"
"Vauxhall","Corsa 1.2 Elite Edition 5dr","2022","£11,749",1.2,"Manual","29,599 miles","Petrol","5 Door","2022 Vauxhall Corsa Hatchback"
"Nissan","Juke 1.0 DiG-T 114 Acenta 5dr","2022","£13,941",1,"Manual","13,786 miles","Petrol","5 Door","2022 Nissan Juke SUV"
"Land","Rover Range Rover Sport 2.0 P400e Autobiography Dynamic 5dr Auto","2021","£45,000",2,"Automatic","20,863 miles","-","5 Door","2021 Land Rover Range Rover Sport SUV"
"Tesla","Model 3 Standard Plus 4dr Auto","2020","£15,549",NA,"Automatic","55,582 miles","-","4 Door","2020 Tesla Model 3 Saloon"
"BMW","1 Series 118i [136] M Sport 5dr [Live Cockpit Professional]","2023","£23,046",1.5,"Manual","6,809 miles","Petrol","5 Door","2023 BMW 1 Series Hatchback"
"Skoda","Fabia 1.0 TSI 110 Colour Edition 5dr","2023","£14,995",1,"Manual","13,000 miles","Petrol","5 Door","2023 Skoda Fabia Hatchback"
"Toyota","Yaris 1.5 Hybrid Design 5dr CVT","2021","£16,000",1.5,"Automatic","18,123 miles","-","5 Door","2021 Toyota Yaris Hatchback"
"Peugeot","208 1.2 PureTech Active Premium 5dr","2022","£13,579",1.2,"Manual","11,902 miles","Petrol","5 Door","2022 Peugeot 208 Hatchback"
"Skoda","KAROQ 2.0 TSI SportLine SUV 5dr Petrol DSG 4WD Euro 6 (s/s) (190 ps)","2019","£21,999",1.98,"Automatic","16,238 miles","Petrol","5 Door","2019 Skoda KAROQ"
"Peugeot","308 1.2 PureTech GT 5dr EAT8","2024","£21,335",1.2,"Automatic","7,418 miles","Petrol","5 Door","2024 Peugeot 308 Hatchback"
"Toyota","C-HR 1.8 Hybrid Icon 5dr CVT","2018","£15,432",1.8,"Automatic","33,962 miles","-","5 Door","2018 Toyota C-HR SUV"
"BMW","X4 xDrive20d MHT M Sport 5dr Step Auto","2021","£34,083",2,"Automatic","33,500 miles","Diesel","4 Door","2021 BMW X4 SUV"
"Volvo","XC60 2.0 T8 [455] RC PHEV Ultimate Dark 5dr AWD Gtron","2023","£42,309",2,"Automatic","21,889 miles","-","5 Door","2023 Volvo XC60 SUV"
"Vauxhall","Crossland 1.2 Turbo [130] Ultimate 5dr Auto","2022","£14,750",1.2,"Automatic","21,241 miles","Petrol","5 Door","2022 Vauxhall Crossland SUV"
"Hyundai","i10 1.2 Premium Se 5Dr Auto","2017","£9,515",1.2,"Automatic","45,357 miles","Petrol","5 Door","2017 Hyundai i10 Hatchback"
"BMW","X6 xDrive30d MHT M Sport 5dr Step Auto","2022","£44,020",3,"Automatic","40,224 miles","Diesel","4 Door","2022 BMW X6 SUV"
"Audi","A1 30 TFSI 110 S Line 5dr","2022","£20,062",1,"Manual","17,145 miles","Petrol","5 Door","2022 Audi A1 Hatchback"
"Mercedes","-Benz EQC EQC 400 300kW AMG Line 80kWh 5dr Auto","2022","£27,000",NA,"Automatic","34,762 miles","-","5 Door","2022 Mercedes-Benz EQC SUV"
"Audi","A3 1.0 TFSI 30 Technik Sportback 5dr (APPLE CAR PLAY, REV CAMERA)","2022","£16,988",1,"Manual","20,035 miles","Petrol","5 Door","2022 Audi A3 Hatchback"
"Toyota","RAV4 2.5 PHEV GR Sport 5dr CVT","2024","£45,150",2.5,"Automatic","10,089 miles","-","5 Door","2024 Toyota RAV4 SUV"
"Audi","A1 30 TFSI Black Edition 5dr S Tronic","2025","£29,000",1,"Automatic","1,998 miles","Petrol","5 Door","2025 Audi A1 Hatchback"
"Audi","A8 50 TDI Quattro Black Edition 4dr Tiptronic","2023","£57,000",3,"Automatic","219 miles","Diesel","4 Door","2023 Audi A8 Saloon"
"Volkswagen","Polo 1.0 Life 5dr","2023","£16,491",1,"Manual","8,565 miles","Petrol","5 Door","2023 Volkswagen Polo Hatchback"
"Vauxhall","Crossland 1.2 Turbo [130] Elite 5dr Auto","2021","£15,000",1.2,"Automatic","12,786 miles","Petrol","5 Door","2021 Vauxhall Crossland SUV"
"Mercedes","-Benz A-Class A200 AMG Line Premium 5dr Auto","2018","£16,150",1.3,"Automatic","39,625 miles","Petrol","5 Door","2018 Mercedes-Benz A-Class Hatchback"
"Audi","S3 S3 TFSI Quattro 4dr S Tronic","2022","£31,422",2,"Automatic","13,396 miles","Petrol","4 Door","2022 Audi S3 Saloon"
"Mini","CLUBMAN 1.5 Cooper Estate 6dr Petrol Manual Euro 6 (s/s) (136 ps)","2016","£8,995",1.5,"Manual","72,337 miles","Petrol","5 Door","2016 Mini CLUBMAN Estate"
"Vauxhall","Corsa 1.2 Turbo Ultimate 5dr Auto","2023","£15,991",1.2,"Automatic","28,021 miles","Petrol","5 Door","2023 Vauxhall Corsa Hatchback"
"Hyundai","i20 1.0T GDi Advance 5dr","2024","£15,349",1,"Manual","10,471 miles","Petrol","5 Door","2024 Hyundai i20 Hatchback"
"Volkswagen","T-Cross 1.0 TSI 110 Black Edition 5dr DSG","2022","£19,660",1,"Automatic","25,614 miles","Petrol","5 Door","2022 Volkswagen T-Cross SUV"
"Ford","Mustang Mach-E 258kW Extended Range 91kWh AWD 5dr Auto","2023","£47,995",NA,"Automatic","8,124 miles","-","5 Door","2023 Ford Mustang Mach-E SUV"
"Volkswagen","Polo 1.0 TSI Match 5dr","2024","£21,990",1,"Manual","10 miles","Petrol","5 Door","2024 Volkswagen Polo Hatchback"
"Dacia","Duster 1.3 TCe 130 Comfort 5dr","2021","£10,999",1.3,"Manual","45,082 miles","Petrol","5 Door","2021 Dacia Duster SUV"
"Audi","A3 35 TDI S Line 5dr S Tronic","2024","£31,806",2,"Automatic","946 miles","Diesel","5 Door","2024 Audi A3 Hatchback"
"Volvo","V90 2.0 T6 [350] PHEV Plus Dark 5dr AWD Auto","2024","£49,000",2,"Automatic","2,423 miles","-","5 Door","2024 Volvo V90 Estate"
"Cupra","Leon Estate 1.5 TSI V1 5dr","2024","£23,231",1.5,"Manual","3,947 miles","Petrol","5 Door","2024 Cupra Leon Estate Estate"
"Renault","Zoe 100kW Techno R135 50kWh Boost Charge 5dr Auto","2022","£13,366",NA,"Automatic","6,432 miles","-","5 Door","2022 Renault Zoe Hatchback"
"Land","Rover RANGE ROVER SPORT 3.0 SDV6 AUTOBIOGRAPHY DYNAMIC 306 BHP 7 SEATER","2018","£34,995",2.99,"Automatic","41,000 miles","Diesel","5 Door","2018 Land Rover RANGE ROVER SPORT Estate"
"Volkswagen","Golf 1.5 eTSI 150 R-Line 5dr DSG","2022","£22,795",1.5,"Automatic","27,227 miles","-","5 Door","2022 Volkswagen Golf Hatchback"
"Toyota","Corolla 1.8 Hybrid Icon 5dr CVT","2024","£22,176",1.8,"Automatic","3,844 miles","-","5 Door","2024 Toyota Corolla Hatchback"
"Porsche","Panamera Hatchback Turbo Turbo","2018","£52,000",4,"Automatic","32,112 miles","Petrol","-","2018 Porsche Panamera Hatchback"
"BMW","X5 xDrive40d MHT M Sport 5dr Auto","2024","£72,950",3,"Automatic","7,230 miles","Diesel","5 Door","2024 BMW X5 SUV"
"Mini","Countryman 2.0 Cooper S Classic ALL4 5dr Auto","2019","£17,895",2,"Automatic","43,400 miles","Petrol","5 Door","2019 Mini Countryman SUV"
"Hyundai","Tucson 1.6 TGDi Ultimate 5dr 2WD","2022","£21,890",1.6,"Manual","25,078 miles","Petrol","5 Door","2022 Hyundai Tucson SUV"
"Volkswagen","Polo 1.0 EVO 80 Match 5dr","2020","£11,390",1,"Manual","37,896 miles","Petrol","5 Door","2020 Volkswagen Polo Hatchback"
"Volkswagen","T-Roc 1.0 TSI 110 SE 5dr","2021","£15,990",1,"Manual","29,335 miles","Petrol","5 Door","2021 Volkswagen T-Roc SUV"
"Volvo","XC60 2.0 T6 350 RC PHEV Plus Black Ed 5dr AWD Gtron","2025","£55,000",2,"Automatic","1,500 miles","-","5 Door","2025 Volvo XC60 SUV"
"Audi","A1 35 TFSI Sport 5dr","2019","£15,495",1.5,"Manual","35,500 miles","Petrol","5 Door","2019 Audi A1 Hatchback"
"Honda","Civic 2.0 eHEV Sport 5dr CVT","2022","£24,450",2,"Automatic","30,305 miles","-","5 Door","2022 Honda Civic Hatchback"
"Renault","Clio 1.0 TCe 90 Lutecia SE 5dr","2021","£13,701",1,"Manual","27,515 miles","Petrol","5 Door","2021 Renault Clio Hatchback"
"Alfa","Romeo Giulia 2.0 TB Super 4dr Auto","2019","£16,449",2,"Automatic","28,829 miles","Petrol","4 Door","2019 Alfa Romeo Giulia Saloon"
"Mercedes","-Benz GLC GLC 300d 4Matic AMG Line Premium 5dr 9G-Tronic","2020","£27,300",2,"Automatic","40,723 miles","Diesel","5 Door","2020 Mercedes-Benz GLC SUV"
"Renault","Clio 1.0 TCe 90 Iconic 5dr","2021","£12,650",1,"Manual","9,850 miles","Petrol","5 Door","2021 Renault Clio Hatchback"
"Toyota","Yaris 1.5 Hybrid 130 GR Sport 5dr CVT","2024","£24,351",1.5,"Automatic","5,688 miles","-","5 Door","2024 Toyota Yaris Hatchback"
"Volkswagen","Golf GTE 1.4 TSI GTE 5dr DSG","2018","£15,995",1.4,"Automatic","38,000 miles","-","5 Door","2018 Volkswagen Golf GTE Hatchback"
"Toyota","Corolla Touring Sport 1.8 VVT-i Hybrid Icon 5dr CVT","2021","£19,929",1.8,"Automatic","3,269 miles","-","5 Door","2021 Toyota Corolla Touring Sport Estate"
"Citroen","C3 1.2 PureTech 110 Plus 5dr EAT6","2024","£14,849",1.2,"Automatic","13,561 miles","Petrol","5 Door","2024 Citroen C3 Hatchback"
"BMW","3 SERIES 2.0 320i M Sport Saloon 4dr Petrol Auto Euro 6 (s/s) (184 ps)","2019","£18,990",2,"Automatic","48,100 miles","Petrol","4 Door","2019 BMW 3 SERIES Saloon"
"BMW","3 Series 330e SE Pro 4dr Step Auto","2021","£14,982",2,"Automatic","62,016 miles","-","4 Door","2021 BMW 3 Series Saloon"
"Toyota","Corolla 1.8 VVT-i Hybrid GR Sport 5dr CVT","2023","£22,491",1.8,"Automatic","6,038 miles","-","5 Door","2023 Toyota Corolla Hatchback"
"Audi","A5 Sportback 2.0 TFSI Quattro S Line 5dr S Tronic","2018","£19,990",2,"Automatic","47,979 miles","Petrol","5 Door","2018 Audi A5 Sportback Hatchback"
"Mg","HS 1.5 T-GDI Exclusive 5dr","2023","£16,595",1.5,"Manual","14,358 miles","Petrol","5 Door","2023 Mg HS SUV"
"Honda","Jazz 1.5 i-MMD Hybrid Advance 5dr eCVT","2025","£25,990",1.5,"Automatic","153 miles","-","5 Door","2025 Honda Jazz Hatchback"
"Seat","Arona 1.0 TSI 115 FR Sport 5dr DSG","2018","£11,500",1,"Automatic","50,817 miles","Petrol","5 Door","2018 Seat Arona SUV"
"Volkswagen","Golf GTI 2.0 TSI GTI 5dr DSG","2020","£24,900",2,"Automatic","29,231 miles","Petrol","5 Door","2020 Volkswagen Golf GTI Hatchback"
